id,discipline
1418945719671656458,Basketball
1418946959818346496,Volleyball
1418947357098528770,Volleyball
1418952961829507075,Volleyball
1418948720377274370,Volleyball
1418948552668106757,Baseball
1418948275000991744,Volleyball
1418949036292427790,Handball
1418948877399601153,Hockey
1418948854133755904,Volleyball
1418949720769245190,Hockey
1418950288409563143,Softball
1418950024764002304,Basketball
1418949986704924683,Volleyball
1418951513100017664,Volleyball
1418951985433305088,Softball
1418951964222754817,Volleyball
1418952751250395138,Volleyball
1418963643631276039,Football
1418957602378194944,Volleyball
1418957484702720008,Volleyball
1418957457360105486,Volleyball
1418957289944387586,Handball
1418959796435406854,Volleyball
1418959796435406854,Football
1418959796435406854,Water Polo
1418959796435406854,Softball
1418962016111403023,Volleyball
1418961671662493705,Volleyball
1418962847992778755,Water Polo
1418964296147537935,Football
1418964193512984576,Rugby
1418964663052771331,Water Polo
1418965177463197704,Hockey
1418965062778249224,Basketball
1418965061247381523,Basketball
1418964700667260930,Football
1418967208152211460,Hockey
1418968894392475661,Football
1418969645659340801,Hockey
1418970428341690369,Handball
1418971740139528192,Hockey
1418972819761868810,Softball
1418974673329659919,Softball
1418974279438413835,Handball
1418974276946993154,Football
1418976838509080584,Football
1418977368958541829,Volleyball
1418979294290669568,Volleyball
1418979936694677515,Football
1418979791328276480,Football
1418980993151733765,Handball
1418986893979656198,Softball
1418986852862812170,Hockey
1418986844939821065,Hockey
1418988395515240456,Hockey
1418992200487112710,Football
1418993183153737729,Hockey
1418992534991163392,Music
1418992534701805568,Music
1418994007129137157,Basketball
1418995385675227140,Handball
1418996262972624897,Softball
1419000110575329282,Road Race
1419002234533253127,Softball
1419002905198317568,Softball
1419002832171245570,Softball
1419002707554316289,Softball
1419003396737093634,Softball
1419005364486422530,Football
1419014881328746501,Handball
1419008529491443714,Football
1419009374291329027,Hockey
1419010296295870471,Softball
1419010076803837955,Basketball
1419010818985824260,Basketball
1419011794283102210,Baseball
1419013779401191425,Handball
1419014315466711057,Handball
1419015188179730435,Handball
1419017982865408003,Hockey
1419019624520327168,Basketball
1419020264822611968,Basketball
1419028736939368451,Beach Volleyball
1419024587971571716,Rugby
1419024330420273156,Beach Volleyball
1419023789317365764,Basketball
1419023323963482112,Handball
1419023112994131968,Music
1419178042409328642,Volleyball
1419177949450936321,Basketball
1419177840579420160,Handball
1419177839551819781,Water Polo
1419177761134956548,Rugby
1419177761134956548,Rugby
1419177761134956548,Rugby
1419177761134956548,Rugby
1419177725621784578,Water Polo
1419177183365505024,Softball
1419176992398888960,Volleyball
1419176424242618371,Basketball
1419176162396364802,Volleyball
1419175593564856321,Volleyball
1419174661733105664,Volleyball
1419174563963801603,Basketball
1419174338255745032,Rugby
1419173965734367237,Hockey
1419173913121132544,Volleyball
1419173645000220674,Handball
1419173645000220674,Football
1419173418314780672,Handball
1419173071475253249,Basketball
1419172261215588359,Basketball
1419171605482139651,Hockey
1419170273681608704,Basketball
1419170263313182725,Hockey
1419169981053370371,Hockey
1419168927981006854,Hockey
1419168528259854338,Softball
1419168203570298885,Volleyball
1419168032446898177,Football
1419168028676149250,Basketball
1419167741953683457,Softball
1419167741953683457,Softball
1419167367611834368,Basketball
1419166585835737090,Softball
1419166443627679747,Basketball
1419166253952942080,Basketball
1419165564799528961,Rugby
1419165258543812608,Volleyball
1419164784222773250,Water Polo
1419164146889760773,Baseball
1419164146889760773,Softball
1419163752818118659,Volleyball
1419163651370520576,Volleyball
1419163575000707075,Volleyball
1419163123299192833,Volleyball
1419162804100214787,Basketball
1419162503741775875,Basketball
1419162400004001794,Basketball
1419162351169900544,Basketball
1419162300821368838,Softball
1419162300821368838,Hockey
1419162175541846016,Water Polo
1419162123704414208,Football
1419161815980797953,Hockey
1419161757399011332,Hockey
1419161600523603969,Hockey
1419161140232339456,Basketball
1419160587880312835,Handball
1419160005987639302,Hockey
1419159612780019714,Volleyball
1419159581608091651,Beach Volleyball
1419159543595126784,Basketball
1419159525085618176,Beach Volleyball
1419158442581893122,Basketball
1419158150733713414,Rugby
1419157917010432000,Hockey
1419157466932293640,Hockey
1419157333314183168,Hockey
1419157299411685377,Basketball
1419157177550270464,Air Pistol
1419157137721380868,Basketball
1419156985316970497,Hockey
1419156831084163073,Hockey
1419156523033534465,Softball
1419156520340627470,Hockey
1419156490905014281,Hockey
1419156445740761089,Hockey
1419156342770749440,Hockey
1419156297321091077,Air Rifle
1419156203616149509,Hockey
1419155722638708736,Softball
1419155651163344901,Hockey
1419155299244679174,Rugby
1419154858523774993,Basketball
1419154805000396802,Hockey
1419154740127178752,Football
1419154738113781763,Hockey
1419154580600885250,Basketball
1419154548703125507,Hockey
1419153977791311873,Basketball
1419153223479300100,Basketball
1419152706472579077,Rugby
1419152533885313030,Individual
1419152206176178188,Hockey
1419151673684070405,Basketball
1419150728019333120,Softball
1419150707089809408,Hockey
1419150596645523458,Hockey
1419149816072794116,Volleyball
1419149719100563458,Road Race
1419149124834783234,Hockey
1419148991091052549,Hockey
1419148804629032961,Relay
1419148746743369732,Hockey
1419147959870976001,Basketball
1419147298479779840,Hockey
1419147064613736453,Basketball
1419146680180645889,Softball
1419145998035820548,Softball
1419145283963789312,Beach Volleyball
1419143884928520194,Hockey
1419143770256416770,Basketball
1419143583244840966,Basketball
1419142971564437504,Hockey
1419142743918403587,Team
1419142739837394950,Hockey
1419140758108442626,Handball
1419140088106192897,Volleyball
1419139540753715206,Volleyball
1419139484717879298,Football
1419139338542231557,Handball
1419138522359861249,Hockey
1419138483508158465,Softball
1419138326829752321,Hockey
1419138058293846018,Football
1419138051809243139,Basketball
1419137816571879427,Handball
1419188211151036422,Softball
1419187587193786372,Softball
1419186871133818886,Softball
1419186787587477508,Softball
1419186517944283136,Volleyball
1419186367398096898,Handball
1419186154558017538,Water Polo
1419185830481043459,Volleyball
1419185535160098816,Volleyball
1419184480225464323,Volleyball
1419184251480809476,Softball
1419184042096824320,Basketball
1419183988195819520,Basketball
1419183724323876868,Softball
1419183256076005398,Volleyball
1419182182430478343,Softball
1419182163996598272,Basketball
1419182041896153089,Basketball
1419181954155520000,Basketball
1419181843879010306,Basketball
1419181809527623681,Basketball
1419181774177914888,Basketball
1419181532388884484,Basketball
1419181512906485768,Basketball
1419181472276168704,Volleyball
1419181280160149504,Hockey
1419181146550722560,Softball
1419180657926983681,Basketball
1419180634984095745,Basketball
1419180118120013828,Volleyball
1419179880772771844,Basketball
1419179643769434113,Basketball
1419179329754329098,Volleyball
1419179203128270850,Football
1419178974043942912,Softball
1419178949536632839,Volleyball
1419178865340133376,Volleyball
1419178124303077383,Basketball
1419202995946868740,Softball
1419202979119439872,Road Race
1419202787380850690,Basketball
1419202565774798849,Road Race
1419202303911923718,Road Race
1419202248937181190,Softball
1419202142787698696,Softball
1419202005579358210,Football
1419201773684740096,Basketball
1419201720299802629,Softball
1419201536014622720,Water Polo
1419201399120879618,Softball
1419201177309286400,Softball
1419201130005938179,Softball
1419200859544514566,Softball
1419200808407560200,Softball
1419200754632429569,Softball
1419200535287140356,Softball
1419200391045021696,Water Polo
1419200139202371588,Softball
1419199582379020292,Volleyball
1419198754184368129,Basketball
1419198641454080000,Softball
1419198563662262275,Softball
1419198292605472769,Softball
1419198223197999110,Water Polo
1419198216990388230,Volleyball
1419198180516765698,Volleyball
1419198000635826177,Handball
1419197836004970502,Hockey
1419197795660140544,Road Race
1419197718547910658,Baseball
1419197308101664769,Softball
1419197269476216833,Volleyball
1419196929330884610,Softball
1419195818360246278,Water Polo
1419195745182289921,Softball
1419195322824335360,Football
1419195177319780354,Softball
1419195154880159746,Handball
1419194477072330757,Road Race
1419194359963033600,Water Polo
1419194121491681281,Hockey
1419193972140904451,Football
1419193869044957189,Softball
1419193590828335105,Softball
1419193290122014720,Softball
1419193242218815488,Softball
1419192879096885251,Softball
1419192867495587843,Hockey
1419192857055924226,Hockey
1419192717326700545,Water Polo
1419191633422155780,Softball
1419191610059812864,Hockey
1419190751972401156,Water Polo
1419190681512275970,Rugby
1419189856748507136,Basketball
1419189678104891393,Road Race
1419211110385819651,Basketball
1419210261651607556,Road Race
1419210163920117765,Baseball
1419210163920117765,Softball
1419210074958954498,Basketball
1419209776618041347,Hockey
1419209754090434560,Basketball
1419209608967507968,Basketball
1419209368113930242,Basketball
1419209281321291780,Volleyball
1419209239839449088,Basketball
1419209131894796293,Basketball
1419209114987634692,Basketball
1419208967994048514,Basketball
1419208765803405314,Basketball
1419208582113939462,Football
1419208228588634112,Basketball
1419208082492518400,Volleyball
1419207905325240323,Basketball
1419207311583629314,Basketball
1419207279430209540,Basketball
1419206533410279430,Volleyball
1419206480620785669,Basketball
1419206430117277701,Softball
1419206395119894535,Volleyball
1419205865207255046,Softball
1419205090536218628,Hockey
1419215674723999747,Basketball
1419215569190998017,Basketball
1419215542200721408,Basketball
1419215473254752257,Basketball
1419215440597843968,Basketball
1419215292983504899,Hockey
1419215195646271489,Hockey
1419215167045390338,Basketball
1419214895992672258,Hockey
1419214895992672258,Hockey
1419214890296696838,Basketball
1419214790413545476,Basketball
1419214704753455104,Road Race
1419214690979258368,Basketball
1419214628261822465,Basketball
1419214614642925569,Basketball
1419214588999094272,Football
1419214393083146243,Basketball
1419214345146273794,Basketball
1419214264414375937,Basketball
1419214254402543623,Basketball
1419214252938727435,Basketball
1419214096768012288,Basketball
1419214092724686849,Football
1419214092724686849,Basketball
1419214050915885060,Basketball
1419213922708582400,Basketball
1419213799991693314,Basketball
1419213770891534338,Basketball
1419213689043968009,Football
1419213635923050498,Basketball
1419213528909508611,Basketball
1419213472080924683,Basketball
1419212780683419650,Hockey
1419212109607358468,Volleyball
1419212102053490691,Basketball
1419211856065941505,Basketball
1419211791024885760,Basketball
1419211656538718211,Hockey
1419211653703290882,Basketball
1419211372806737922,Football
1419211336802836481,Basketball
1419211306087981061,Basketball
1419211267852562432,Hockey
1419211230993027074,Basketball
1419211196830420993,Basketball
1419211115423166466,Basketball
1419211052454055936,Basketball
1419210856915558404,Hockey
1419210840490708995,Hockey
1419210797268484098,Basketball
1419210783687208964,Basketball
1419210748727758851,Volleyball
1419210709334859779,Basketball
1419210645807898631,Baseball
1419210645807898631,Softball
1419210608818352131,Basketball
1419210568242655233,Basketball
1419210548848234496,Football
1419210537808789508,Hockey
1419210479289856000,Cricket
1419210460981723141,Basketball
1419225109961744386,Hockey
1419225105864011777,Football
1419225102894440448,Football
1419225090860875776,Hockey
1419225030001496065,Softball
1419225026457477125,Football
1419224915509661696,Basketball
1419224876225728515,Basketball
1419224854058860544,Basketball
1419224833422811138,Hockey
1419224782831112197,Rugby
1419224777647173634,Basketball
1419224748324757507,Basketball
1419224730280755203,Hockey
1419224607215730691,Basketball
1419224353091190786,Basketball
1419224313908006914,Hockey
1419224240801210372,Hockey
1419223952019181568,Hockey
1419223918661890048,Basketball
1419223901809389568,Hockey
1419223894007984129,Basketball
1419223696519073794,Basketball
1419223653858758656,Basketball
1419223555586232325,Hockey
1419223482827608064,Basketball
1419223353831825410,Football
1419223322659860482,Basketball
1419223203881177093,Basketball
1419223080468107264,Basketball
1419222967431483396,Basketball
1419222840495149059,Basketball
1419222816222810114,Basketball
1419222737860526080,Hockey
1419222610760454146,Football
1419222550849081344,Basketball
1419222231859798019,Water Polo
1419222188129804288,Basketball
1419222167451947012,Hockey
1419222043237568515,Basketball
1419221946303188992,Road Race
1419221808721633280,Basketball
1419221798806163460,Basketball
1419221794981036036,Basketball
1419221765390094340,Basketball
1419221697727696903,Basketball
1419221440675467267,Basketball
1419221128116006919,Basketball
1419220871768535041,Volleyball
1419220602372509697,Basketball
1419220538304704516,Basketball
1419220285509619713,Hockey
1419220069188571141,Water Polo
1419220058702635008,Basketball
1419219837738442752,Basketball
1419219756922466305,Volleyball
1419219176829431808,Basketball
1419219158827298816,Basketball
1419219148656185353,Hockey
1419219065034272769,Volleyball
1419219000463040513,Basketball
1419218844288274433,Football
1419218653891883009,Basketball
1419218601056247809,Volleyball
1419218539593060357,Football
1419218446047449090,Basketball
1419218290103177217,Basketball
1419218256057995266,Basketball
1419218197681610753,Basketball
1419218132434968580,Basketball
1419218054186078215,Basketball
1419217995533008897,Basketball
1419217948116455424,Football
1419217776422658049,Hockey
1419217660508663809,Basketball
1419217641626116098,Hockey
1419217037591781377,Football
1419216994751102980,Football
1419216875871944705,Beach Volleyball
1419216778874564610,Basketball
1419216732317786120,Basketball
1419216722989490176,Beach Volleyball
1419216604144050177,Basketball
1419216596040568834,Football
1419216476406378496,Basketball
1419216113452425218,Road Race
1419216091843268609,Basketball
1419216022436040706,Basketball
1419215995407724544,Basketball
1419215902403301377,Basketball
1419215705287839749,Football
1419232929385828352,Hockey
1419232917763526658,Hockey
1419232855289339909,Hockey
1419232830404513793,Basketball
1419232828835827715,Hockey
1419232801757351939,Hockey
1419232784615235586,Hockey
1419232761294905344,Hockey
1419232733964894217,Hockey
1419232697487032324,Hockey
1419232650221395972,Basketball
1419232590490333186,Hockey
1419232558131281922,Basketball
1419232384524832768,Hockey
1419232378526912514,Hockey
1419232351968632832,Hockey
1419232272624939008,Hockey
1419232241150951429,Rugby
1419232235996123138,Hockey
1419232215301607427,Football
1419232110968246275,Basketball
1419232074771275779,Hockey
1419232038440226816,Hockey
1419232017430892546,Hockey
1419231994144202759,Hockey
1419231957955891200,Football
1419231938624122880,Hockey
1419231935268749312,Hockey
1419231925454086144,Hockey
1419231898098814978,Hockey
1419231896043589632,Hockey
1419231882802204673,Hockey
1419231805039857664,Water Polo
1419231759338594315,Basketball
1419231718414843910,Hockey
1419231683371364355,Hockey
1419231643840172035,Football
1419231642581798914,Hockey
1419231562290196485,Hockey
1419231533123080193,Volleyball
1419231499962961921,Football
1419231494225096708,Hockey
1419231491460976640,Hockey
1419231454303711232,Hockey
1419231425291722756,Hockey
1419231420644483072,Football
1419231380379078656,Hockey
1419231362192744451,Basketball
1419231360846159873,Basketball
1419231299450019842,Hockey
1419231171192389634,Hockey
1419231134441824258,Hockey
1419231131346423811,Hockey
1419231118918701056,Hockey
1419231096013742082,Basketball
1419231047326199812,Hockey
1419231011930402817,Hockey
1419231010877841410,Football
1419230905122508801,Hockey
1419230888437616640,Rugby
1419230887284072450,Hockey
1419230883068866564,Hockey
1419230831311155206,Hockey
1419230822456991747,Hockey
1419230763682123776,Hockey
1419230763279474689,Hockey
1419230709974069248,Hockey
1419230698834067458,Hockey
1419230671822671872,Hockey
1419230539291062273,Hockey
1419230472530325507,Hockey
1419230467362942980,Hockey
1419230421330513920,Hockey
1419230417538797580,Hockey
1419230399465594881,Basketball
1419230362434097153,Hockey
1419230361070936064,Hockey
1419230345124327424,Football
1419230343328985097,Hockey
1419230317836001280,Hockey
1419230311045484544,Hockey
1419230266837635076,Football
1419230233635397633,Hockey
1419230231286616067,Hockey
1419230227428003840,Football
1419230220528148482,Basketball
1419230179755315201,Basketball
1419230142807691270,Hockey
1419229981754941442,Basketball
1419229797390028809,Hockey
1419229751751942144,Basketball
1419229716981030914,Football
1419229611712339971,Football
1419229564178288642,Hockey
1419229532431667206,Hockey
1419229531341082630,Basketball
1419229513469218819,Football
1419229449728319489,Hockey
1419229399073705985,Hockey
1419229397945516032,Hockey
1419229370544128000,Hockey
1419229351657185285,Hockey
1419229319768023044,Team
1419229269167808514,Hockey
1419229263610486785,Football
1419229170278703106,Basketball
1419229150783619077,Football
1419229150448013317,Hockey
1419229136552218627,Hockey
1419229127681343491,Hockey
1419229109708722184,Basketball
1419229087990644737,Hockey
1419229043874885640,Hockey
1419228947355607044,Hockey
1419228940871163904,Hockey
1419228902728237056,Basketball
1419228861678592008,Hockey
1419228830938640386,Hockey
1419228830703656962,Hockey
1419228828740751364,Hockey
1419228817365766144,Hockey
1419228795559563267,Hockey
1419228727578218496,Hockey
1419228720112574470,Basketball
1419228654802853893,Hockey
1419228652043001859,Hockey
1419228650990305290,Hockey
1419228613577216006,Basketball
1419228598486003718,Basketball
1419228590269292547,Hockey
1419228529196077056,Hockey
1419228487601180678,Hockey
1419228456982745093,Hockey
1419228436497788931,Hockey
1419228416516128775,Hockey
1419228409117372418,Hockey
1419228356571193352,Football
1419228321276055552,Hockey
1419228270554337282,Hockey
1419228247628279808,Hockey
1419228196298391568,Hockey
1419228086608957444,Hockey
1419228027389575170,Hockey
1419228025145679872,Football
1419228014001328130,Hockey
1419227967138406402,Basketball
1419227959274004490,Hockey
1419227887698284550,Basketball
1419227885718491137,Hockey
1419227865120337923,Basketball
1419227849450430469,Hockey
1419227825253412864,Hockey
1419227797172613121,Football
1419227766600335362,Hockey
1419227747893727234,Rugby
1419227747486879745,Hockey
1419227741300404226,Hockey
1419227723042414593,Hockey
1419227572022300672,Hockey
1419227537306267648,Football
1419227484780785665,Water Polo
1419227442825371655,Hockey
1419227317142839301,Hockey
1419227208992780291,Hockey
1419227144643883010,Basketball
1419227114545496065,Basketball
1419227045624692736,Basketball
1419227045599514624,Football
1419226975743397888,Football
1419226924971216897,Hockey
1419226904029134853,Hockey
1419226639695679489,Hockey
1419226604522426371,Basketball
1419226448053690370,Hockey
1419226433956761601,Hockey
1419226429708029955,Football
1419226407000018946,Hockey
1419226396073676807,Rugby
1419226300393291780,Hockey
1419226273079955457,Hockey
1419226091055505411,Hockey
1419226084759982086,Basketball
1419226017382559748,Hockey
1419226012819222532,Hockey
1419225938110394370,Basketball
1419225835773517824,Basketball
1419225752176709637,Beach Volleyball
