edition_id,athlete_id
26,103763
53,115021
53,105301
53,103879
53,103763
53,117413
54,115021
54,124561
54,124642
54,120115
54,124251
59,132696
59,129155
59,132697
59,132698
59,132699
59,129156
61,132696
61,129155
61,124561
61,132698
61,141024
61,141025
61,2504523
17,65632
17,65631
17,16745
17,15588
17,41407
17,41406
17,55278
18,41408
19,65632
19,102626
19,41409
19,41408
21,65397
21,65388
21,65396
21,65394
21,7572
21,13892
21,14012
21,14495
21,16273
21,14041
21,14072
22,65399
22,65390
22,65394
22,65387
22,65391
22,14956
22,15315
22,16828
22,15314
22,65397
23,65389
23,65392
23,65395
23,65390
23,65398
23,15213
23,15315
23,15608
23,13893
23,13227
24,65394
24,65393
24,65385
24,65386
24,13227
25,83325
25,83326
26,105793
26,83326
53,83325
53,114630
53,115172
53,117417
54,121425
54,123701
54,124038
59,132708
59,129165
59,132709
61,141033
61,141032
61,141034
17,65078
17,65067
17,923467
17,14338
17,16263
17,16355
17,16715
17,41261
17,45433
17,55232
18,65088
18,65066
18,65060
18,65064
18,65055
18,65059
18,65058
18,13528
18,14234
18,16263
18,41261
18,41260
18,55232
19,65082
19,65069
19,65076
19,65075
19,65091
19,65074
19,65092
19,65058
19,65060
19,16623
19,14234
21,45432
21,65081
21,65085
21,65072
21,65086
21,65084
21,65076
21,65071
21,65056
21,65057
21,7502
21,7501
21,16137
21,61273
21,63216
21,45436
22,65065
22,65072
22,65084
22,65089
22,65080
22,65086
22,65063
22,7500
22,7497
22,15410
22,13889
22,45434
22,34519
22,63860
22,61211
22,63216
22,62189
22,45437
23,65065
23,65089
23,65087
23,65073
23,65083
23,65068
23,65077
23,65061
23,7498
23,7503
23,13357
23,63860
23,61498
23,63750
23,63880
23,62352
23,41259
24,29400
24,65090
24,65070
24,65079
24,65062
24,7499
24,7503
24,34214
24,62908
24,63415
24,41259
24,45435
24,45431
25,65090
25,83315
25,83310
25,83311
25,65079
25,83313
25,83312
25,83314
25,83309
25,65062
25,83316
25,90113
25,34214
25,62908
25,41259
25,93298
25,45435
25,45431
26,65090
26,105825
26,83309
26,106887
26,106749
26,41259
26,103877
26,93298
26,45435
26,103155
53,114543
53,115080
53,114759
53,117897
53,115851
53,103877
53,112251
53,103155
54,121363
54,115080
54,123264
54,121366
54,121688
54,103155
59,121363
59,132642
59,132643
59,129127
59,129129
59,129126
59,41259
59,132645
59,129130
59,132646
59,132647
61,140941
61,140940
61,121366
61,2101256
61,2101257
61,129129
61,132645
61,140939
18,41057
18,41060
18,41058
18,41056
18,55081
23,64276
23,41059
23,41055
23,44898
23,55079
23,55078
23,55080
24,64273
24,64275
24,15791
24,41055
24,41054
24,55082
24,57091
25,83209
25,83210
25,41054
25,55082
26,105567
26,83210
26,103871
26,104125
26,103562
26,104570
26,108054
49,110734
53,105567
53,83210
53,112676
53,117245
53,115859
53,104125
53,103562
53,116361
53,116259
53,117204
53,108054
57,110734
54,121526
54,121974
54,122456
54,115859
54,121539
54,121597
54,121593
54,121676
54,116259
58,110734
58,127266
59,132267
59,128851
59,115859
59,128852
59,121597
59,128853
60,110734
60,127266
61,140405
61,132267
61,128851
61,140406
61,140404
61,140407
61,128852
61,121597
61,116361
62,147810
20,64320
20,64324
20,64326
20,3297
20,3296
20,3299
20,44912
20,44914
20,44915
20,44908
20,922003
20,922002
20,44907
22,64323
22,923745
22,64327
22,64325
22,64319
22,64321
22,64316
22,3298
22,3301
22,3302
22,33454
22,33735
22,34135
22,33882
22,33423
22,33729
22,33640
22,44913
22,44910
22,44909
22,44911
22,44905
22,44906
22,44904
22,44903
23,64322
23,64318
23,64327
23,64321
23,923777
23,64317
23,6990
23,5899
23,5907
23,5965
23,6004
23,6228
23,6567
23,6699
23,7059
23,7163
23,7302
23,7260
23,3300
23,33643
23,33642
23,33644
23,33729
23,900902
23,900905
23,900904
23,900903
23,900910
23,900909
23,900901
23,900906
23,900907
23,900908
23,63118
23,62086
23,62012
23,44913
23,44905
23,44903
24,64327
24,64316
24,7301
24,6699
24,7302
24,7260
24,7252
24,5965
24,5899
24,7300
24,6004
24,6990
24,6228
24,5907
24,31796
24,31793
24,31800
24,31791
24,31792
24,31794
24,31801
24,31790
24,31789
24,31799
24,31797
24,31795
24,31798
24,2304750
24,2304752
24,2304753
24,41066
24,44903
25,64327
25,83230
25,89761
25,6699
25,7302
25,89758
25,7301
25,5965
25,5899
25,89757
25,6004
25,89756
25,89760
25,89759
25,31796
25,31791
25,31801
25,31800
25,91600
25,91604
25,31799
25,91603
25,91602
25,91605
25,31792
25,91601
25,91606
25,2304751
25,92986
25,93240
25,44903
26,64327
26,923796
26,89756
26,108460
26,108461
26,5965
26,108462
26,89760
26,108463
26,108464
26,108465
26,89761
26,7302
26,7301
26,91605
26,109556
26,108747
26,91600
26,108746
26,108743
26,91602
26,108742
26,31801
26,108744
26,108745
26,108748
26,31796
26,108749
26,31800
26,106442
26,103889
53,64327
53,89756
53,113539
53,113537
53,108460
53,113536
53,113535
53,108462
53,113538
53,108463
53,113534
53,108465
53,113540
53,112543
53,112533
53,116510
53,91600
53,111988
53,113716
53,111986
53,111985
53,108742
53,111987
53,31795
53,108744
53,108745
53,108747
53,91605
53,31800
53,111989
53,103889
53,115981
54,124976
54,120272
54,124455
54,124452
54,124457
54,124451
54,124456
54,124641
54,124665
54,124458
54,124454
54,124661
54,124663
54,124662
54,701810
54,124787
54,116510
54,109556
54,122320
54,124440
54,124432
54,108742
54,124033
54,108744
54,108745
54,111988
54,111985
54,124425
54,91603
54,124436
54,124433
54,701902
54,106442
54,124899
54,124901
59,132319
59,128862
59,136598
59,128866
59,128868
59,111988
59,128863
59,108745
59,111985
59,111987
59,124433
59,128867
59,128865
59,124033
59,109556
59,122320
59,128869
59,106442
59,132320
59,132321
59,132322
59,132323
59,132324
59,92986
59,124899
59,128870
61,140436
61,2101152
61,128866
61,140430
61,111988
61,128863
61,140431
61,140432
61,128869
61,111987
61,140433
61,124433
61,128867
61,111985
61,124033
61,140434
61,132323
61,132324
61,140437
61,140435
11,64259
11,64260
11,17342
11,18294
11,18295
11,17337
11,17321
11,18290
11,18291
11,17340
11,17324
11,17345
11,17339
11,18292
11,102536
11,701501
11,701503
11,701504
11,701505
12,23863
12,23862
12,23869
12,23865
12,23867
12,23864
12,23861
12,23871
12,23870
12,23866
12,23868
12,700020
12,700078
12,700836
12,701089
12,701250
12,17344
12,17328
12,17329
12,17341
12,17330
12,17322
12,17331
12,17325
12,17332
12,17333
12,17323
12,18293
12,17326
12,17327
14,17328
14,17330
14,17336
14,17331
14,17325
14,17326
14,17343
14,17327
14,17334
14,17335
14,17338
14,18289
14,701507
14,701508
14,701509
14,701510
15,64261
15,64265
15,64262
15,64257
15,64263
15,57073
15,57072
15,57074
15,57068
15,57076
15,57069
15,57087
16,57079
16,57082
16,57090
16,57073
16,57059
16,57056
16,57067
16,57083
17,57066
17,57056
17,57064
17,57062
17,57065
18,57077
18,57056
18,57067
18,57060
18,57086
18,57066
18,57083
18,57065
20,7420
20,7419
20,7421
20,57081
20,57071
20,57058
20,57061
20,57070
20,57089
20,57075
20,57085
22,57080
22,57078
22,57063
22,57084
22,57088
24,64258
24,64264
26,105471
26,104914
26,106284
26,106431
26,108114
53,105471
53,104914
53,117410
53,117423
54,105471
54,121905
54,121972
54,123286
54,117410
54,117423
59,132265
59,128850
59,132266
61,140400
61,128850
61,140401
61,140402
61,140403
24,41414
25,83359
25,41414
26,105620
54,124384
54,120755
54,120756
59,132973
59,129379
59,132974
61,141313
61,141314
24,64984
24,64985
24,64986
24,64983
24,90206
24,90159
24,45417
24,21214
24,33805
24,33189
24,41256
24,41255
24,45418
24,55231
24,55230
24,57262
24,57257
24,57256
24,57255
24,57258
24,57259
24,57260
24,57261
46,96229
46,82967
46,100207
46,100208
25,83299
25,83297
25,83298
25,83300
25,90111
25,90110
25,90108
25,90112
25,90109
25,45417
25,92224
25,92223
25,92225
25,33189
25,41255
25,93007
25,45418
25,93292
25,94917
25,94915
25,94916
25,94914
25,95011
25,60464
25,95010
25,57256
25,57255
25,95008
25,57258
25,57261
25,95009
47,101828
47,101980
47,101615
47,101616
26,83299
26,105525
26,106600
26,83298
26,105359
26,106136
26,106167
26,90027
26,106225
26,106242
26,90110
26,106309
26,90112
26,90108
26,105982
26,92224
26,92223
26,106750
26,107848
26,41255
26,93007
26,103484
26,103331
26,108205
26,108208
26,55231
26,94915
26,104655
26,94916
26,104639
26,107657
26,107586
26,107644
26,57256
26,108100
26,108034
26,108064
49,101615
49,101616
53,114575
53,115062
53,112993
53,106225
53,116712
53,112689
53,112690
53,92223
53,112691
53,106750
53,112588
53,116836
53,116838
53,116850
53,116853
53,116851
53,116852
53,116849
53,116854
53,93007
53,115874
53,115707
53,108208
53,116324
53,94915
53,116332
53,116383
53,94916
53,117135
53,107657
53,107586
53,117184
53,117359
53,117217
53,117040
53,117055
53,117070
53,117087
53,117094
53,117109
53,117128
53,116984
53,117007
53,117021
53,902701
53,902628
57,118463
57,118450
54,121828
54,121831
54,121833
54,121830
54,121583
54,121607
54,121596
54,121598
54,121600
54,121605
54,121606
54,121582
54,121978
54,116546
54,105272
54,106852
54,116712
54,121783
54,121758
54,121760
54,126978
54,112690
54,112691
54,121774
54,112588
54,121757
54,116836
54,122037
54,117939
54,41255
54,115902
54,115707
54,121573
54,121572
54,121627
54,116332
54,116324
54,116383
54,121626
54,117135
54,121439
54,126970
54,117196
54,117359
54,121429
54,121430
54,121431
54,121432
54,117109
54,121436
54,116984
54,121420
58,127390
58,118450
58,127391
58,127392
59,129108
59,121664
59,132614
59,121831
59,132604
59,132605
59,127026
59,132611
59,121583
59,132607
59,112946
59,132609
59,132610
59,132608
59,121605
59,132606
59,121606
59,129109
59,132612
59,121978
59,90273
59,132613
59,129110
59,121070
59,121783
59,132617
59,132616
59,126978
59,132615
59,121774
59,132618
59,129111
59,122037
59,132619
59,132620
59,132621
59,129112
59,132622
59,132623
59,129113
59,121572
59,132624
59,117135
59,132627
59,132625
59,117196
59,132628
59,132626
59,121429
59,121430
59,121432
59,117109
59,121436
59,116984
59,117004
59,121420
60,127390
61,140919
61,140904
61,132605
61,127026
61,140914
61,140917
61,132607
61,132609
61,140915
61,140916
61,140918
61,140903
61,140920
61,132617
61,126978
61,140921
61,132615
61,140922
61,132618
61,140905
61,121656
61,140923
61,140924
61,140906
61,140911
61,140908
61,140910
61,2504497
61,140909
61,140907
61,132620
61,140925
61,121501
61,140912
61,132622
61,121572
61,132624
61,140928
61,140926
61,132626
61,2502544
61,121432
61,116984
61,140913
62,147880
62,139282
45,83552
45,98326
24,29354
24,64469
24,64470
24,5017
24,5018
24,5015
24,8504
24,14476
24,44993
24,44991
24,33770
24,41127
24,44992
24,605
24,55119
24,55124
24,55120
24,55116
24,55123
24,55117
24,55122
24,55121
24,55125
24,55118
24,57138
24,57134
24,57135
24,57136
24,57131
24,57133
24,57137
24,57132
46,99522
46,100055
46,100209
46,100210
46,100185
46,86036
46,99786
25,83239
25,64470
25,83238
25,90099
25,90100
25,5015
25,90116
25,44993
25,91877
25,41127
25,93251
25,93252
25,605
25,94906
25,94905
25,94904
25,55118
25,94999
25,94997
25,57131
25,95000
25,94996
25,94995
25,94998
25,57132
47,99522
47,101729
47,101962
47,101961
47,101035
47,101014
47,101859
47,100209
47,101253
26,64470
26,104924
26,106144
26,106652
26,104742
26,103329
26,605
26,103557
26,104577
26,104584
26,55118
26,94997
26,57131
26,94996
26,94995
26,108094
26,57132
26,108127
49,111052
49,110084
49,110085
49,110716
49,110702
53,115426
53,114719
53,113027
53,112962
53,112904
53,112156
53,112682
53,106652
53,104742
53,115793
53,116329
53,116354
53,116356
53,104584
53,116392
53,116294
53,117136
53,94999
53,117171
53,117182
53,117194
53,117213
53,94995
53,117074
53,117095
53,902644
57,118329
57,118323
57,118840
57,118788
54,120896
54,120905
54,120904
54,115426
54,124220
54,112156
54,112682
54,106652
54,104742
54,115793
54,120900
54,120940
54,120898
54,116356
54,121205
54,120899
54,116294
54,120951
54,117182
54,120952
54,117213
54,120933
54,120931
54,120932
58,127275
58,118840
58,127277
58,127276
59,120896
59,132435
59,128933
59,132429
59,128930
59,128931
59,128932
59,128929
59,132431
59,132433
59,132430
59,132432
59,132434
59,112682
59,132436
59,132437
59,1100154
59,132438
59,120898
59,132441
59,132439
59,132440
59,128935
59,128936
59,132445
59,117182
59,132444
59,120952
59,132442
59,120931
59,117092
59,132443
60,136672
60,136673
60,127276
61,120896
61,132429
61,140548
61,132432
61,140547
61,140549
61,140544
61,2502463
61,140545
61,132441
61,140546
61,140550
61,140553
61,140552
61,120952
61,140551
61,140554
62,147816
62,136673
62,127276
62,147817
62,147818
62,147819
24,65096
24,65100
24,65097
24,65098
24,65099
24,65095
24,65094
25,83382
25,65096
25,65098
25,65099
25,83381
25,83383
26,83382
26,65096
26,108236
26,108235
26,104986
26,103486
26,103762
53,108236
53,104986
53,115996
54,120054
54,120158
54,83383
54,120182
54,127161
54,115996
59,132649
59,120054
59,132650
59,132648
59,120158
59,83383
59,129131
59,132651
59,115996
61,140944
61,120054
61,120158
61,140942
61,140945
61,140943
24,923788
24,79740
24,66688
24,66687
25,79740
25,66687
26,79740
26,106328
26,107857
53,115484
53,107857
54,124056
54,124118
54,120143
59,133301
59,124118
59,133302
59,129796
59,129797
61,133301
61,141973
61,141970
61,141971
61,141974
61,141972
20,65468
20,65483
20,65481
20,65478
20,65464
20,65479
20,65469
21,65472
21,65483
21,65463
21,65485
21,65477
21,65474
21,62402
22,65471
22,65476
22,65467
22,65484
22,65474
22,65483
22,7582
22,7580
23,65482
23,65484
23,65467
23,65466
23,65470
23,7581
24,65465
24,65470
24,65475
24,65462
24,65480
24,65473
24,7579
25,65473
25,83348
25,83349
25,83350
25,83347
25,65475
25,90114
26,83350
26,83348
26,108238
26,65473
26,108303
26,107817
26,107816
26,109535
26,105034
26,106163
26,106201
53,115038
53,114992
53,83350
53,115301
53,108238
53,114956
53,109535
53,105034
53,106201
53,112958
53,115868
53,115985
54,120888
54,123538
54,105034
54,123561
59,132747
59,120888
59,132744
59,132745
59,123538
59,132748
59,132746
59,129211
59,129210
59,132749
59,132750
59,129212
61,120888
61,141108
61,123538
61,132744
61,141109
61,141107
61,141103
61,129210
61,105034
61,141110
61,141104
61,2502613
61,141105
21,72188
21,72189
21,72187
21,72190
21,61243
21,61244
21,63002
21,63900
21,63871
42,85824
22,72189
22,72194
22,61197
23,72192
23,63642
23,62348
23,63871
24,72191
24,72195
24,72186
24,72194
24,72193
24,72185
24,923789
24,62348
25,72186
26,105516
53,114715
53,114722
54,126960
54,114722
58,127967
59,134677
59,114722
59,130715
59,130716
61,2103714
61,144236
61,130716
23,65384
23,66706
23,65381
23,65382
23,9158
23,34204
23,41338
23,45554
23,45553
23,55265
45,83935
45,80700
45,97869
45,97678
45,86455
45,99150
45,84257
45,83767
45,91896
45,81760
24,65383
24,65382
24,9159
24,34511
24,41339
24,45554
24,45552
24,687
24,57344
46,83935
46,80700
46,97678
46,97677
46,99941
46,99942
46,85815
46,84134
25,83363
25,83360
25,83362
25,83361
25,92230
25,41339
25,93009
25,93307
25,45554
47,101760
47,83935
26,106609
26,109521
26,105137
26,106747
26,41339
26,93307
26,107522
26,108228
26,107316
49,110818
49,110758
49,109626
49,109994
49,110696
49,110406
53,114513
53,114863
53,106747
53,41339
53,115910
57,118426
57,118494
57,118413
57,118611
57,118815
54,125178
54,114863
54,106747
54,41339
54,124920
54,124917
58,127398
58,118426
58,118494
58,118611
58,118815
59,132703
59,132704
59,114513
59,125178
59,114863
59,129162
59,129163
59,132705
59,129164
59,132706
59,132707
60,136766
60,136765
60,118815
60,118611
61,132703
61,132704
61,129162
61,129163
61,141030
61,141029
61,141031
62,136766
62,136765
62,138539
62,147888
62,147887
62,147889
18,65783
22,65785
22,65789
22,65787
22,65781
22,1124
22,1125
23,65788
23,65785
23,65790
23,33831
24,923787
24,65786
24,65790
24,65782
24,65780
24,1123
25,83327
25,83328
25,89855
25,92245
26,83327
26,65786
26,105005
26,106366
26,103865
53,83327
53,105005
53,118252
53,106366
53,115888
53,115995
54,121527
54,121488
54,122043
54,121553
54,121551
59,132998
59,121488
59,132999
59,133000
59,121551
61,132998
61,121488
61,141336
61,141337
61,121553
61,121551
61,141338
19,3295
19,41065
19,41063
40,84899
40,85777
40,83688
40,98302
40,95757
20,41064
20,41065
41,85777
41,85778
41,98351
21,41065
21,41064
42,89696
42,98336
22,64315
22,16083
22,16084
43,96089
43,85570
43,82225
43,81189
23,64313
23,16084
23,16083
23,14535
23,34089
23,63395
23,63396
23,41062
44,96957
44,85570
44,96089
44,86127
44,81190
45,86127
45,85570
45,96957
45,91907
45,81190
45,82116
24,64314
24,34089
24,63395
24,63396
24,61014
24,41061
24,44902
24,44901
46,86127
46,85570
46,81190
25,64314
25,83229
25,41065
25,93239
25,44901
47,101799
47,86127
47,81190
26,64314
26,83229
26,106731
26,104812
26,103741
26,103761
49,101799
49,109904
49,109855
53,64314
53,114744
53,116625
53,112679
53,103741
57,118399
57,109904
57,118433
57,118466
57,109855
57,119593
54,64314
54,120273
54,112679
54,41065
54,103741
54,121904
58,118399
58,127267
58,127268
58,118433
58,127269
58,119593
59,132317
59,128860
59,128861
59,132318
60,127268
60,127267
60,118433
60,136667
60,119593
61,132317
61,140429
62,127268
62,147811
62,136667
62,2301130
62,2300008
48,12677
48,12001
16,1130
16,1131
16,1134
16,1133
16,16276
16,15046
16,16962
16,17237
16,16788
16,16849
16,102467
16,102468
16,102469
18,65804
18,65805
18,65806
18,65802
18,1005404
18,1132
18,45739
18,45740
18,45741
18,45737
24,65807
24,65803
24,45738
24,45736
24,57489
25,65807
25,65803
25,93328
25,45736
26,105486
26,104892
26,93328
26,104118
53,115495
53,104892
53,115875
53,115990
54,120099
54,126229
54,125594
54,115875
54,115990
54,125590
59,133002
59,129394
59,133003
59,115990
59,129395
59,129396
61,141340
61,141341
61,141339
11,45548
11,45551
11,45537
11,45549
11,922028
11,922029
11,45534
12,65370
12,65369
12,65368
12,65364
12,65360
12,65356
12,45540
12,45544
12,45536
12,45533
12,45550
12,45547
13,65359
13,65360
13,45540
13,45541
13,45536
13,45533
14,61954
14,62581
14,64101
15,62186
15,61954
15,62581
15,62928
15,63948
15,61848
15,61728
15,62516
15,62517
16,62378
16,61664
16,63710
16,63661
17,65367
17,65371
17,62378
17,61664
17,63661
17,61292
18,7570
18,35777
18,62341
18,63661
18,61160
18,61292
18,61663
18,64077
18,61664
19,65377
19,65373
19,65374
19,65363
19,65376
19,65375
19,65366
19,65357
19,923575
19,65361
19,923576
19,923577
19,7568
19,7569
19,62743
19,63661
19,62791
19,62030
19,63325
19,61292
21,65378
21,65374
21,65372
21,65361
21,14337
21,14515
21,17186
21,12047
21,64110
21,61499
21,63107
21,45546
22,65378
22,65365
22,65379
22,65372
22,65380
22,7571
22,12047
22,11268
22,61241
22,61207
22,45546
22,686
23,65365
23,65372
23,65380
23,65355
23,11317
23,11308
23,11485
23,64078
23,61792
23,62020
23,61458
23,62582
23,62583
23,60992
23,45542
23,45545
23,45535
23,45543
23,45539
23,45532
44,96268
45,96268
24,65362
24,65365
24,65380
24,14806
24,11317
24,63696
24,61458
24,64146
24,60992
46,100498
25,65380
25,11485
25,61458
25,64146
25,92773
25,93306
47,100498
26,105498
26,107946
26,106958
26,61458
26,64146
26,60992
26,103970
26,103971
26,103306
26,106515
49,100498
53,116912
53,115184
53,116729
53,115796
53,103306
53,116209
57,118858
54,116912
54,115184
54,116729
54,120109
54,120110
54,115796
54,106515
54,116209
58,118858
59,132700
59,116912
59,129157
59,132701
59,129158
59,132702
59,129159
59,116209
60,118858
61,141026
61,116209
11,920180
11,45573
35,85633
16,923421
16,923422
16,9164
17,9164
17,12494
17,41351
17,41356
18,65453
18,65460
18,65457
18,65461
18,12494
18,41358
18,9164
18,41350
18,41357
18,41356
18,41351
19,65458
19,16645
19,12494
19,41358
41,85632
41,97139
41,83714
21,65455
21,65459
21,65452
21,7578
21,21335
21,33603
21,41353
21,41352
21,41354
21,41355
21,57362
42,97139
42,83968
42,86359
22,65454
22,65455
22,13542
22,21334
22,33469
22,45571
22,55266
43,83968
43,83756
43,83877
43,95553
43,83676
43,98665
23,65454
23,65455
23,65451
23,923778
23,65447
23,65448
23,65449
23,16946
23,34157
23,33534
23,41354
23,45574
23,45572
23,55267
44,83756
44,97754
44,83675
44,83968
44,83676
24,65456
24,65454
24,65450
24,15515
24,75393
24,21336
24,45575
24,45570
25,83346
25,65450
25,93312
25,45571
25,94192
26,107204
26,106601
26,65450
26,106669
26,104763
26,93312
26,45571
53,106601
53,114876
53,111658
53,111780
53,115797
53,45571
53,116276
54,120236
54,123959
54,125093
54,121743
54,125081
59,132739
59,132740
59,129206
59,129205
59,129208
59,129207
59,132741
59,132742
59,104763
59,129209
59,132743
59,125081
60,136789
60,136790
61,120236
61,129205
61,141102
61,125081
61,147656
62,136789
62,136790
4,79698
4,79699
4,79638
4,79647
4,79665
4,79666
4,79667
4,79636
16,29342
17,29341
17,3287
17,7438
18,64279
18,64290
18,64296
18,64307
18,7436
20,64278
20,64294
20,64304
20,64291
20,64293
20,64303
20,64280
20,64308
20,64283
20,923655
20,3290
20,7428
20,7430
20,21036
20,23883
20,23884
20,23885
20,23886
20,23887
20,23888
20,23889
20,23890
20,23891
20,23892
20,23893
20,23894
20,23895
20,23896
20,700162
20,701031
20,701355
20,31532
20,31537
20,31535
20,31553
20,31788
20,31547
20,31551
20,31529
20,31544
20,31773
20,31778
20,31780
