id,athlete_id
1418885092571766792,130576
1418889364155904004,130576
1418889348871770123,130576
1418889340462174214,130576
1418889309734666241,130576
1418889120781193216,130576
1418888900613971977,130576
1418888872579190788,130576
1418888863171420166,130576
1418888808087568394,130576
1418888784066879488,130576
1418888628051271685,130576
1418888601987915791,130576
1418888527757053953,130576
1418888522656718848,2503221
1418888522656718848,143818
1418888438791741452,130576
1418888431355060226,130576
1418888332428210176,130576
1418888220926824448,130576
1418888150949273607,130576
1418888106422505477,130576
1418888087279529985,130576
1418888021173161985,130576
1418887991167053824,130576
1418887964155912196,130576
1418887890294038528,130576
1418887875710521345,130576
1418887865040347142,130576
1418887862288850944,145054
1418887770940985344,130576
1418887761365401600,130576
1418887761365401600,130576
1418887721066635264,130576
1418887643182600196,130576
1418887630964543493,130576
1418887613449003008,130576
1418887588669239296,130576
1418887520918593540,130576
1418887493232041985,145054
1418887455286218752,130576
1418887435354787848,130576
1418887429054926854,130576
1418887383450271747,130576
1418887367306489860,130576
1418887311325114383,130576
1418887242945376257,130576
1418887188725501969,130576
1418887134937817090,147612
1418887103656595456,130576
1418887075558879232,130575
1418887070249013251,130576
1418887031652982784,130576
1418886926514405380,130576
1418886925386018818,130576
1418886925386018818,130576
1418886890279874561,130576
1418886848898871307,130576
1418886793211125762,130576
1418886728509648896,130576
1418886718296571910,130576
1418886679834742784,130576
1418886653465165824,130576
1418886633458372617,130576
1418886491149848581,130576
1418886482975203330,130576
1418886480219590664,130576
1418886476339757064,130576
1418886463442329602,130576
1418886433641803778,130576
1418886413920227340,130576
1418886407393792005,130576
1418886321863487488,130576
1418886263151677448,130576
1418886234190098439,130576
1418886211700207627,130576
1418886178741313536,130576
1418886172605026323,130576
1418886117215117313,130576
1418886111401811978,130576
1418886064752660480,130576
1418886061040672768,130576
1418886028304257035,130576
1418886024294506505,130576
1418886010826641409,130576
1418885958427156484,130576
1418885836150648834,130576
1418885830047944705,130576
1418885755091439619,130576
1418885699533778947,130576
1418885646815567877,130576
1418885616364933126,130576
1418885598769651712,130576
1418885568700768261,130576
1418885541274296320,145054
1418885499788398598,130576
1418885411263418368,130576
1418885374798180353,130576
1418885312613437445,130576
1418885311510114304,130576
1418885275430924298,130576
1418885167888928776,147612
1418885158191648791,147660
1418885152529342477,130576
1418885126361030656,130576
1418885121609015297,130576
1418885119868383237,130576
1418885027312635905,130576
1418885006727028742,130576
1418884986074066944,130576
1418884960493215746,130576
1418884955594104832,130576
1418884937416069123,130576
1418884918516592643,130576
1418884916029231104,130576
1418884906843742208,130576
1418884858714091520,130576
1418884813986144263,130576
1418884651377217547,130576
1418884569680519176,130576
1418884536121839620,146190
1418884531973763082,130576
1418884520691081225,130576
1418884503586545664,117613
1418884503586545664,143744
1418884488986234885,130576
1418884468262293507,130576
1418884450818035712,130576
1418884408589828098,130576
1418884405037305867,130576
1418884405037305867,130576
1418884309256003584,130576
1418884294626394113,130576
1418884287617769473,130576
1418884198006509572,130576
1418884183477293056,130576
1418884159196569600,130576
1418884131791032324,130576
1418884126636138510,130576
1418884112635633665,130576
1418884112035704832,130575
1418884097364082690,130576
1418884067228012546,130576
1418884052900253703,130576
1418884045132517383,130576
1418884005840269315,130576
1418883989952155648,130576
1418883962697568267,130576
1418883955760275459,6342
1418883938559332352,130576
1418883925464817671,130576
1418883921261907968,130576
1418883884507410443,113052
1418883742572191745,130576
1418883664629452801,130576
1418883630584143873,130576
1418883610569060359,130576
1418883564096065537,130576
1418883509800767488,130576
1418883456076075009,130576
1418883393090203649,130576
1418883348831760384,130576
1418883243147939840,130576
1418883224810438658,130576
1418883198961037313,117613
1418883198961037313,143744
1418883095521107971,130576
1418883080698408972,130576
1418882996816461832,140420
1418882947629858834,130576
1418882934572978178,130576
1418882931372826636,143880
1418882902444609536,130576
1418882836854153217,130576
1418882782055522304,130576
1418882727630225408,130576
1418882651272921090,130576
1418882580984651777,130576
1418882529269006344,145054
1418882410234662914,130576
1418882379461107728,130576
1418882358095253507,130576
1418882334028337154,130576
1418882313723731968,130576
1418882311219728397,130576
1418882306614378500,130576
1418882295617003522,130576
1418882263916453893,130576
1418882253380362241,147612
1418882227266457600,130576
1418882217342873604,130576
1418882214612422664,130576
1418882165765443592,130576
1418882119632359429,142266
1418882098270810126,130576
1418882073176182787,130576
1418882027303079943,130576
1418881999268315136,130576
1418881967710482441,130576
1418881941168918537,130576
1418881829201920002,130576
1418881757835939840,130576
1418881754253860864,130576
1418881703012143111,130576
1418881659164823553,130576
1418881657692585984,130576
1418881634162589706,130576
1418881614449418244,130576
1418881584955019270,130576
1418881556400201732,130576
1418881552906346497,130576
1418881545578876932,130576
1418881522157772800,130576
1418881503145209856,130576
