athlete_id,country_noc
125075,COL
81797,CAN
87876,USA
72763,KEN
43210,KSA
48861,JPN
86446,NOR
51308,USA
107768,ROU
66390,CHI
55292,BUL
133080,CAN
145062,KSA
34308,IRL
141909,CIV
95947,NOR
21317,BEL
118335,MNE
24793,EGY
76838,TOG
921254,POL
59195,KOR
54272,ITA
108579,CHN
6922,SWE
71783,ITA
900974,AUS
143265,GER
80982,FRG
52353,FRG
85791,SWE
122771,CAN
21975,FRA
124650,ESA
79168,USA
32262,ISL
819,ITA
82570,NED
82492,EST
91462,SLO
41145,AUS
102673,AUS
99218,AUT
53490,BEL
71619,IRQ
111667,CAN
97447,CAN
118670,CAN
110369,GBR
43615,PER
136661,KOR
39467,PRK
15363,BRA
47467,GDR
11268,BER
138329,USA
62826,GER
34928,KOR
33596,KOR
128931,ARM
57767,EGY
148573,KAZ
15648,BEL
663,BEL
72975,KOR
131013,LTU
148017,CAN
105972,FRA
136423,UZB
17759,CAN
97408,JPN
40023,TCH
72838,KEN
2303279,PUR
31189,TCH
258,INA
51869,CAN
47120,GBR
128312,RUS
146554,SLO
90543,USA
122970,GBR
74539,PHI
72306,JAM
12873,BUL
13015,JPN
87565,NOR
90603,KAZ
922108,FRA
900638,SUI
902630,TUR
900534,NOR
115782,USA
700242,GBR
1005172,USA
83645,BUL
119978,BLR
94675,NED
122217,SRB
32179,HUN
57824,EST
22807,KOR
144322,JPN
9802,GDR
57492,CAN
111006,NED
135945,SUI
47233,GBR
118023,POR
90706,IRI
921120,NED
923787,BUR
131472,PUR
36941,FRA
126088,USA
17744,BEL
119338,NOR
73285,MAD
149074,USA
142469,ESP
98354,GBR
133830,FRA
71192,HUN
52899,POL
88151,JPN
23326,SUI
33657,SEN
28589,GRE
102271,RUS
38452,ITA
78821,USA
5667,URU
104686,CUB
112353,LTU
92259,CHN
147215,USA
146743,SWE
111262,AUS
91535,NED
35515,AUS
107285,ISR
50140,SUI
8383,TUN
75521,SEN
136201,UKR
892162,USA
57672,CUB
113334,CHN
33020,USA
99434,USA
83237,ARG
100205,FRA
14080,BEL
69344,GBR
53669,CUB
47973,GRE
128566,SVK
62730,GBR
147139,USA
140841,AUS
93322,BUL
141483,CAN
143563,HAI
98046,GBR
90497,SLO
109623,BUL
55760,GBR
99372,FRA
70236,GER
117598,ISR
902497,USA
96118,URS
44638,USA
32908,URS
77279,RUS
902080,PHI
75425,RUS
140557,ASA
100238,JPN
142158,DEN
30636,KOR
106991,DEN
85097,GBR
48261,HUN
70633,GHA
115721,CHN
132469,AUS
83526,ROU
27623,URS
59438,NED
35503,AUS
104297,PER
72270,JAM
104744,PRK
128634,TLS
103373,KGZ
146685,SVK
89891,USA
142664,FIN
32275,ISL
91127,KUW
4885,NZL
26178,JPN
70681,GHA
66135,CAN
135338,NOR
133089,CAN
50948,URU
130642,ITA
13167,FRA
55305,BUL
4519,MAS
2221,USA
80792,DEN
62780,ARG
18782,GBR
109612,FRA
923800,BEL
62486,NOR
41447,BUL
4024,IRL
120729,JAM
901422,FRA
102229,FRA
62078,BEL
4152,ITA
64996,BAH
68844,GBR
55813,GEO
108583,ESP
31570,DEN
11758,KOR
3121,KOR
122514,CHN
138209,SWE
141006,BEL
34987,POL
78335,USA
99214,CHN
118296,GER
146683,SUR
892216,USA
110453,CAN
39638,RSA
68554,FRA
39768,SUI
57601,CHN
17689,BEL
28674,ISR
59301,MAR
136122,TUR
70984,HAI
56701,SVK
101271,KOR
27286,SWE
42113,FRA
113653,CMR
34258,ESA
83114,CHN
144081,ITA
85999,FRA
42945,ITA
69834,GER
87937,ASA
108012,SWE
28685,ITA
84790,SWE
57116,ARG
84342,TCH
59099,JPN
142676,FIN
134354,HUN
14882,KOR
33970,AUT
34098,DEN
24298,BUL
88714,YUG
17994,GBR
135919,STP
4644,MLI
64584,AUS
4014,IRL
86664,FRA
51739,YUG
39762,SUI
10668,SUI
140674,AUS
74520,PHI
700748,CHI
44108,SUI
102312,SVK
38261,ITA
119040,CHN
72,GBR
40770,USA
24969,EST
63649,ARG
65585,BRA
38881,NED
45523,BEL
23590,URS
44791,USA
13022,JPN
67871,FIN
72126,ITA
99412,USA
60244,TCH
54995,YUG
127318,AUS
60349,TUR
110827,TUR
12069,ITA
135593,PRK
117898,GUA
82817,AUS
16860,SMR
87538,CZE
34496,ESA
922695,FRA
84188,FIN
110901,ITA
26320,KUW
36083,CAN
101450,CMR
26396,LUX
105215,HUN
52452,ITA
81811,USA
60772,USA
96202,GRE
108738,SLO
134663,ITA
42130,FRA
55955,HUN
78700,USA
61050,GRE
51350,USA
36475,DEN
71986,ITA
143510,GRE
36328,CHN
61678,POR
4709,NED
4699,NED
114357,VEN
100903,ISR
105779,USA
30827,NOR
116802,EST
7363,CAN
95017,BLR
37463,GBR
922142,GER
101913,JPN
52717,KOR
66627,CMR
86483,FIN
70179,FRG
902319,USA
68123,FRA
86307,GER
92770,AUT
114514,RUS
57089,AFG
148460,IRL
85505,SWE
130753,JPN
9323,CAN
25508,GHA
52839,PER
117374,CUB
101674,HUN
85200,SUI
130921,KOR
92173,USA
46127,CHN
125763,SLO
127414,BRA
101283,SUI
6374,LTU
92723,USA
123061,DEN
50524,TCH
142871,FRA
33843,NED
28017,ZAM
43858,QAT
64657,AUS
55904,GRE
892281,USA
15895,IND
701520,AUS
88341,NOR
5225,USA
1005984,FRA
35273,ARG
68631,GBR
137636,KOR
2504503,BAH
70315,FRG
121537,FRA
16903,YUG
109226,KOR
117647,CHN
65676,BUL
38329,ITA
15550,NED
16363,LTU
10774,SWE
82033,CAN
42462,GDR
69987,GER
105627,SRI
86931,GBR
7707,POL
46517,ESP
700152,CRC
96563,TCH
129888,DOM
84637,USA
65848,CAN
116783,NED
8844,VEN
104128,GUA
85195,NOR
900850,USA
84687,NZL
96241,TCH
143721,IND
900523,NOR
142565,ESP
132859,BRA
18783,GBR
2600009,FRA
902565,USA
36165,CAN
923137,CUB
109473,MNE
80291,FRA
125162,CIV
113850,BEL
920482,GBR
83876,ROU
67559,FIN
94226,GBR
13550,ITA
101262,FRA
7009,TCH
21250,BEL
77085,UGA
18171,USA
127107,USA
33416,ARG
136820,CAN
2700032,FRA
890020,FRA
5459,ITA
103075,ESP
12076,NOR
14465,NED
82940,FIN
120954,MNE
67476,FIN
80895,GBR
108338,CAN
11654,FRA
60956,SWE
133827,FRA
1959,KOR
57128,ARG
30569,ITA
15823,ETH
48187,HUN
22073,FRA
131250,NOR
71134,HUN
58130,FRA
106839,CAN
56958,USA
103141,GRE
119728,AUS
98347,CZE
36298,CAN
2504096,TPE
70037,GER
92286,ESP
45114,AUS
34716,FIN
102108,GER
701608,GBR
47848,GER
82112,ESP
76242,SWE
104926,CZE
8966,ARG
24270,BRA
84100,LBN
58993,JPN
19132,IND
124933,BRA
111531,POL
16674,GBR
94916,AZE
128511,SUI
59016,JPN
116258,PRK
56961,USA
100325,GER
26955,POL
132089,USA
2300004,GER
130372,GER
9602,FRA
88661,RUS
109879,GBR
37620,GDR
83055,TCH
1575,ITA
54035,GER
80355,FRA
126815,NCA
55867,GDR
132112,USA
45590,BRA
32481,NOR
75604,SLE
130385,GER
123262,CUB
44370,TCH
890003,FRA
94948,JPN
27654,URU
75822,SUI
55351,CAN
89407,CAN
149221,CAN
133194,CHN
20650,FRA
103964,USA
111445,NZL
89402,CAN
48733,JPN
113019,MEX
21717,FRA
128406,RUS
16734,FRA
35096,TCH
112667,TUN
115491,QAT
71565,IRL
57889,FIN
107704,EGY
49430,NED
902674,USA
66154,CAN
18312,CAN
107988,SUI
123425,LTU
27828,USA
7795,PRK
108920,NED
46948,FRA
901080,CAN
26252,KOR
902256,USA
40616,USA
102033,USA
62014,SUI
56903,URS
24352,CAN
115162,CAN
86534,AUS
97017,NOR
8511,URS
57605,CHN
11329,USA
16270,MEX
131583,ROC
121453,RSA
15352,NED
123657,ETH
1998,MEX
99975,CZE
7748,POL
102917,MAR
141817,CHN
62914,FRA
42502,FRG
111990,HUN
141962,COL
3203,TPE
6035,URS
130644,ITA
892022,USA
84228,GER
15638,CAY
101260,SVK
68832,GBR
700167,SUI
302,AUS
67277,ESP
5013,ARG
88796,ITA
146017,POR
50548,TCH
56408,NED
119305,GER
34896,ITA
141324,BUL
43305,MEX
104519,GBR
121261,ECU
93678,NEP
37060,FRA
136338,USA
125755,SLO
116498,CZE
892039,USA
24933,ESP
65503,BRA
127842,GER
55532,EGY
20558,CAN
49189,MEX
113925,NZL
100622,ITA
121917,CHN
10401,NOR
34044,ITA
48968,KOR
4924,PAK
126589,USA
58627,HUN
48022,GUM
123911,CMR
45034,ANZ
22004,FRA
923901,ITA
39643,RSA
95383,SWE
666,BEL
11174,UZB
47802,FRG
140878,AUT
86517,AUT
26565,MEX
106278,GRE
51063,USA
36665,ESP
62017,ARG
112416,USA
29045,ROU
46208,CRO
10222,JPN
88578,TCH
50442,SWE
18498,ESP
5476,BRA
5417,JPN
902489,USA
10623,ROU
45119,AUS
12511,JPN
62093,GBR
23518,TPE
133093,CAN
3243,USA
99478,USA
97104,URS
901895,MEX
147378,USA
10259,KAZ
93050,FIN
15902,GBR
88022,SUI
121073,BLR
56532,POL
923124,BRA
72299,JAM
49269,MOZ
117223,GRE
28664,HUN
96151,ITA
70882,GRE
32595,ROU
15386,GBR
26318,KUW
106203,GEO
117887,HUN
46228,CUB
89722,JPN
33682,SEN
93554,ITA
20830,KOR
76312,SWE
52756,MEX
921243,POL
23304,RUS
89009,SYR
131618,ROC
36880,FRA
144305,JPN
475,FRA
2000659,FIN
77176,URS
115209,ITA
129007,AUS
23424,SWE
32438,KUW
41249,AUT
143554,GUM
48653,JPN
96120,USA
33337,INA
1005522,PER
140852,AUS
40218,URS
128884,ARG
118024,POR
108901,KOR
29098,SWE
7011,TCH
26403,LUX
128043,KAZ
115249,BLR
923363,PUR
38846,NED
23148,POR
8030,SAM
49297,NED
90971,AUS
132874,BRA
13953,AUS
31437,USA
109787,KAZ
143502,GRE
109274,FRA
67050,ECU
23105,POL
127428,CAN
46637,FIN
96725,YUG
18825,GBR
9435,DEN
74374,OMA
128115,KOR
2303111,RUS
922916,FRA
144537,JPN
27677,USA
81584,USA
922446,USA
50001,RSA
128093,KOR
75596,SLE
28070,AUS
63191,USA
76826,THA
18485,ESP
700179,USA
17088,VNM
25636,GUA
58717,IND
27473,TUN
142953,GBR
5198,USA
891191,FRA
108151,ESP
122,GBR
60211,TCH
90544,USA
131133,NED
134813,JPN
923116,YUG
65303,BEL
130194,GAB
134696,JAM
109359,GRE
104674,GER
114494,RUS
15372,ESP
86779,DEN
24220,BRA
900309,GER
15443,MLT
49049,LUX
16142,ARG
29147,TCH
44313,SYR
114575,AZE
129927,EGY
29734,EGY
43687,POL
119766,GBR
51514,USA
901580,INA
135573,POR
131861,TPE
238,INA
54306,ITA
8027,SAM
148050,CHN
59642,POL
104280,CAN
100677,RUS
72216,JAM
73570,MEX
83472,CUB
49268,MON
30473,ITA
19069,GER
47124,GBR
82523,ITA
130066,FIN
108713,GER
137307,GER
701715,NED
54776,TCH
111959,ITA
98527,NED
85373,UKR
43491,NOR
142206,DOM
25589,GRE
72778,KEN
107070,GRE
25677,HUN
25822,IND
9843,GDR
140783,AUS
900369,GER
17019,BEL
46296,DEN
25571,GHA
88489,RUS
80920,AUS
980,MRI
132132,USA
68643,GBR
109374,HUN
121376,ROU
103305,TKM
19621,MAL
129502,CAN
4954,ARG
41946,EST
84726,URS
67505,FIN
66545,CHN
96485,POL
25714,HUN
83878,SUI
111280,SRB
111856,RUS
68717,GBR
94763,RUS
50434,SWE
3110,FRA
97758,NOR
35069,SWE
113037,USA
92716,USA
11913,PUR
122394,POL
56856,TUR
51358,USA
115075,UZB
7951,ROU
61608,DEN
132699,BEN
920840,ITA
93691,OMA
110208,GER
124101,GBR
127776,GBR
142808,FRA
27803,USA
32210,HUN
77181,URS
32574,ROU
18322,CAN
74324,NZL
110292,JPN
24959,ESP
900744,USA
32630,SUI
47590,GDR
902440,USA
120525,RUS
22167,GBR
24698,DEN
15567,CAN
75348,RUS
56501,POL
922565,HUN
116917,USA
72596,JPN
6204,CAF
7536,BEL
97728,AUT
62519,ISV
39086,NOR
148535,JPN
141366,CAN
37292,GBR
81540,SLO
95762,TCH
113469,CHN
76389,SWE
7057,THA
923495,CIV
51137,USA
133946,FRA
143143,GBR
120820,JPN
94714,DOM
64028,NED
2302094,BEL
81730,AUS
145401,MNE
103194,ESP
62897,ITA
93287,AUT
73936,NEP
113178,USA
77259,URS
95912,TCH
45055,AUS
77472,URS
6188,PER
2287,CHN
29091,SWE
97315,NED
108659,ESP
31293,USA
120650,SWE
80905,SWE
2700012,FRA
10178,ITA
120004,USA
88966,SRI
130451,GRE
26729,NGR
144166,ITA
7367,SGP
109241,USA
76449,SWE
36839,FRA
78245,USA
29,FRA
117248,PAR
11102,USA
121324,IRL
19457,KEN
38208,HUN
76764,THA
116667,RSA
62669,RUS
901822,KOR
47000,GBR
56613,ROU
148508,ITA
81005,NOR
92485,GER
29386,AUT
129484,CAN
119363,USA
131155,NED
26667,NED
136112,TUN
84885,GBR
51087,USA
127307,AUS
124926,VEN
113018,MGL
72713,KEN
104205,USA
109029,NZL
51075,USA
2304768,NOR
91347,GRE
71173,HUN
115747,FRA
3658,GER
50698,URS
57018,USA
921432,USA
69083,GBR
137504,JPN
35128,URS
19120,HUN
68568,GAB
84397,USA
84000,MEX
18488,ESP
14964,USA
56708,SWE
11305,SUI
40874,USA
127416,BRA
112469,ESP
3955,IRL
1006164,ROU
73793,NED
118249,EGY
69794,GDR
67670,FIN
700792,BRA
55529,EGY
102017,JPN
9553,FIN
45401,AUT
133714,ESP
96703,IND
26155,JPN
96467,ITA
60352,TUR
88358,PNG
69498,GBR
61492,GBR
24834,ESA
75668,SOM
101256,CAN
48646,JPN
124055,COL
117341,EGY
1338,COL
132563,AUS
18728,GBR
2305309,PER
78261,USA
142549,ESP
27581,URS
79149,USA
900170,DEN
27749,USA
701377,CHN
141269,BRA
56888,EUN
123617,VEN
100974,CHN
89509,CAN
148661,NED
607,AUS
52312,GDR
69717,GER
49992,RSA
148922,SUI
109264,FRA
144538,JPN
902333,USA
53283,USA
21110,ARG
128789,USA
14059,FRA
97509,JPN
10658,SLO
61526,ARG
74694,POL
922594,HUN
90029,TUR
24554,CRC
147882,BEL
136270,USA
147556,VAN
20668,GBR
66744,CUB
33768,BUL
41318,BEL
38844,NED
141882,CHN
132411,ARG
55114,ARG
38420,ITA
126149,NZL
69876,GDR
47017,GBR
50772,URS
93493,GRE
66652,COL
53225,USA
24879,ESP
95188,VEN
26899,PER
15953,CAN
30973,RUS
12172,POL
51802,BUL
63454,GBR
54425,KOR
95265,CAN
31181,TCH
62642,BLR
111522,MAS
79345,YMD
136025,SWE
26498,MAS
32632,SUI
902392,USA
86610,AUT
102058,GBR
78034,USA
8400,TUR
91080,ITA
96047,USA
56314,LBN
135538,POL
2000567,IRL
1005717,FRA
36362,CHN
10192,ITA
71072,HUN
901445,FRA
97787,NOR
37001,FRA
130019,EST
99274,ITA
50675,URS
700316,USA
111660,HKG
892564,USA
6313,EGY
48655,JPN
701361,CHN
133885,FRA
141485,CAN
54087,GRE
140846,AUS
8329,THA
7077,TCH
24488,COL
133121,CHI
57447,BUL
32131,GDR
8399,TUR
111110,HUN
69560,GBR
70846,GRE
80304,FRA
74828,POL
73311,MAR
106429,GRE
74233,NOR
18599,FRA
15122,TCH
17242,USA
31948,CIV
1006112,JPN
124083,GBR
25301,GER
97455,USA
53408,AUS
88445,RUS
27306,SYR
45788,CAN
11185,EUN
97016,HUN
6261,JPN
13387,ITA
107817,BOT
17617,AUT
118144,CAN
125012,FRA
68206,FRA
98479,NOR
28982,PRK
1005675,HUN
126742,USA
78019,USA
16950,LAT
21377,BUL
106044,CAN
143585,HKG
10485,POL
35693,BEL
47444,GBR
38276,ITA
96780,POR
30011,FRA
47614,GDR
94588,USA
101587,CHN
74113,NOR
115304,GBR
47542,GDR
102888,MEX
11127,USA
112895,VEN
36355,CHN
900832,AUT
50746,URS
103045,SCG
60812,UZB
63582,FRG
116596,RUS
110831,KGZ
134428,IND
78655,USA
14389,GBR
30794,NOR
129424,CAN
27405,THA
24447,CHN
700692,NOR
85092,BEL
34947,MEX
11339,SWE
35260,ARG
37043,FRA
145036,KOR
123033,GBR
36815,FIN
104318,GER
24321,BUL
50227,SWE
103979,ESP
131435,POR
13764,YUG
57167,AUS
13595,GBR
101480,SWE
892480,USA
106402,KAZ
74104,NOR
64203,CHN
6749,ITA
10456,POL
94147,PHI
59957,SUI
133985,GBR
87241,NZL
148921,SUI
28439,GBR
5849,ITA
99131,KOR
97711,ROU
890478,FRA
127460,CAN
59308,MAR
131785,SWE
11240,ANZ
94512,BRA
113698,SWE
46935,FRA
40082,TCH
3060,FRA
51604,USA
130093,FRA
99598,GER
900452,GER
30876,POL
78329,USA
110093,SLO
58825,IRI
104511,CAN
83371,BUL
69425,GBR
122009,FRA
91371,ROU
106670,HUN
920707,GER
112367,RSA
113711,GER
110944,KAZ
42000,FIN
98249,NOR
89710,JPN
131912,TUR
142500,ESP
8282,TCH
99617,EST
19411,KEN
123135,CRO
131842,TKM
96164,FIN
32947,USA
101575,CHI
114110,HUN
68101,FRA
31257,URS
145288,MEX
70567,FRG
125050,ESP
114317,JPN
123422,SRB
42690,GRE
77550,URS
89314,AUS
18375,DEN
91581,UKR
95575,AUT
51206,USA
43163,KOR
132215,VEN
89646,SWE
107874,CHN
53025,TCH
8819,VEN
133137,CHN
920157,BEL
128755,USA
123444,ITA
114608,RSA
925,KOR
35219,ARG
120344,RUS
15958,MON
60182,TCH
1202190,GBR
30713,MAR
13719,MEX
50668,URS
91135,MAR
54707,SUI
70134,GER
111560,SWE
22103,GBR
5929,HUN
16100,GER
60377,TUR
6694,PUR
77932,USA
96058,NED
28836,MEX
32735,SWE
53943,GBR
36056,CAN
123020,GBR
6760,SCG
15061,COD
62162,MEX
148525,JPN
1005259,ROU
106056,USA
43133,KEN
45661,BRA
110148,NZL
22699,ITA
78386,USA
7841,PUR
120755,BRU
43287,MAS
38128,HUN
106725,JPN
72821,KEN
37413,GBR
95534,SUI
31039,SUI
138173,SWE
126297,DEN
32353,KOR
111545,TUR
14305,UKR
57451,BUL
75393,BOL
137252,GER
113362,NED
40495,USA
112077,GER
3849,HUN
10554,ROU
923402,POL
43625,PER
923348,URS
1005111,GER
24317,BUL
113385,JPN
85853,GER
20947,SWE
141177,BRA
134095,GEO
105512,JAM
112213,GBR
141060,BLR
98666,ITA
115269,RUS
92552,GBR
14302,FRA
14817,HKG
902468,USA
86031,SUI
47659,GER
32241,ISL
67835,FIN
14698,NED
45951,CAN
27284,SWE
72070,ITA
140999,BEL
88790,HUN
1005314,MAD
147548,UZB
140747,AUS
72977,KOR
88331,NGR
7962,RSA
41552,CAN
116234,USA
86620,CAN
4996,ARG
49941,ROU
128622,SWE
131348,PER
20374,USA
132736,BLR
102561,USA
36957,FRA
43073,JPN
73669,MYA
134711,JPN
6202,CUB
920691,GER
22354,GRE
86760,KOR
148771,ROC
119708,GER
134614,ITA
80356,FRA
83009,SWE
136447,VEN
147518,UZB
70350,GER
52661,KOR
134475,IRI
34431,AUS
37692,GER
29845,FIN
101488,AUT
136817,CAN
32528,POL
112380,GER
74146,NOR
119427,JPN
101757,FRA
13212,CAN
76406,SWE
123274,CUB
42853,IND
66702,CRC
900254,FRA
147230,USA
17176,FRA
52637,KOR
921374,SWE
118600,UKR
83184,POL
44810,VEN
28474,GBR
30197,GBR
147201,USA
1600012,ARG
50935,URU
108118,IRI
36405,CUB
117748,SGP
134740,JPN
282,IND
22708,ITA
108612,IRQ
104574,USA
50529,TCH
12807,HUN
141789,CHN
76989,TUR
41494,CAN
14916,TPE
93261,AUS
313,BEL
138131,SVK
74074,NIG
141180,BRA
34283,AUS
86300,NOR
10053,HUN
62327,FRA
80443,DEN
923282,ITA
921675,GBR
32162,HUN
48124,HUN
31271,URS
16556,LBA
84207,URS
123704,BRA
110516,ITA
87423,GDR
921481,USA
34648,BUL
71105,HUN
26978,POL
85696,POL
83459,CRO
21957,FRA
19727,NED
920339,FRA
145349,MGL
51011,USA
30784,NOR
25021,FIN
146130,ROC
30913,PRK
34425,BEL
24339,CAN
143748,IND
37965,GER
30175,GBR
92749,ARG
11243,ANZ
20662,GBR
21267,BEL
129349,BRA
126134,NZL
22940,MON
22476,HUN
73997,NGR
107417,LTU
39562,ROU
64591,AUS
55641,FRA
58256,GBR
37047,FRA
111469,CMR
17406,ARG
83881,BEL
138148,SWE
132808,BRA
2304816,EGY
920695,GER
50695,URS
