athlete_id,country_noc
133219,CHN
136402,USA
14809,ESP
109260,BRA
10101,HUN
2369,DEN
6859,URS
43045,JPN
41478,CAN
124917,BIH
89562,AUT
61168,AUS
90500,SUI
900612,SUI
135004,LAO
19011,FRG
67954,FRA
45826,CAN
117090,IRI
97687,NOR
92407,RUS
131933,UKR
52795,NED
135049,LTU
55012,YUG
61251,USA
77284,URS
75140,ROU
17887,FRA
9977,GER
112185,ALG
136819,CAN
99503,CRO
15286,ITA
146474,RSA
85705,GBR
1006231,ALG
87692,SUI
83900,BEL
94661,KAZ
78257,USA
83691,CYP
147084,URU
26576,MEX
142653,FIJ
77830,USA
89809,KOR
90220,KAZ
71215,HUN
900312,GER
74171,NOR
7091,CHN
22789,JPN
43614,PER
60139,SWE
79713,ROU
97535,USA
62752,CAN
36852,FRA
58862,IRQ
28193,CAN
105924,CHN
59143,KGZ
32893,URS
901452,FRA
84496,ITA
146334,ROU
97197,USA
14626,HUN
8031,SAM
5088,TCH
125682,GRE
15107,USA
44685,USA
901627,ITA
144094,ITA
700532,HUN
116923,USA
141109,BOT
59484,NOR
143929,IRL
74207,NOR
136280,USA
140806,AUS
119772,JPN
53109,UKR
60358,TUR
30965,ROU
6958,AUS
25177,FRA
125630,NED
133910,FRA
97862,GBR
22153,GBR
132176,USA
29463,BOH
62365,ISV
34613,AUT
58869,ISR
124361,GBR
116305,PRK
113071,USA
137599,KOR
62912,NOR
49204,MEX
46588,FIJ
35969,BUL
67792,FIN
105856,CHN
6260,PUR
54254,IRL
901522,GBR
52264,ESP
46138,CHN
22595,ITA
91660,CAN
135766,RUS
128046,KAZ
145752,NZL
63531,SWE
39069,NOR
135430,PER
69934,GEQ
122103,CHN
112532,GER
29613,DEN
126559,HUN
91413,EGY
100548,CAN
88308,NED
63748,POL
129307,BRA
1466,AUS
83607,CAN
50131,SUI
78692,USA
35644,AUT
116544,HUN
42217,FRA
128397,RUS
133045,CAN
115754,USA
19202,IND
87509,TCH
11301,PHI
100882,ITA
8643,USA
142292,EGY
53093,TUN
23598,URS
3063,FRA
16399,HUN
133596,EGY
136981,CHN
60471,URS
92815,ESP
106605,LTU
56926,AUS
127524,CAN
83,GBR
97153,SWE
111442,NZL
148489,ITA
2600023,FRA
900839,CAN
69862,GDR
145677,NOR
44127,SWE
127103,USA
123446,RSA
78896,USA
56617,ROU
13007,PUR
15551,LAT
93777,SUI
142257,ECU
108249,ESP
14496,ZIM
133202,CHN
19797,NED
88007,NOR
97735,TCH
83452,COL
19842,NED
75685,SRI
122430,SRB
26254,KOR
54364,JPN
131129,NED
68150,FRA
10920,UKR
22744,ITA
10634,RSA
1805427,FRA
142508,ESP
4350,KOR
58100,FRA
2504941,ESP
130874,KAZ
93679,NEP
141885,CHN
66740,CUB
124798,GER
45041,AUS
40311,URS
30308,GER
142407,ESP
701074,ROU
64300,ALG
128823,ROU
7497,BAR
40994,YUG
122636,GBR
128541,SUI
58207,GBR
137901,PAK
901070,BRA
901374,FRA
1753,DEN
33376,GBR
107919,GRE
27798,USA
73681,NAM
72518,JPN
148024,CHN
92661,POL
19844,NED
54288,ITA
135041,LTU
58479,GRE
90668,BUL
42557,GER
136608,SLO
105915,AUS
45133,AUS
29508,BUL
89086,UKR
25488,GER
141354,CAN
46760,FRA
44256,SWE
147509,USA
91118,KOR
4590,MEX
55248,BEL
31577,EGY
40725,USA
20387,USA
91987,AUS
69111,GBR
34940,LTU
33084,YUG
17912,GBR
128695,USA
41191,AUS
112910,GHA
49108,MEX
81439,POL
58922,ITA
24236,BRA
443,FIN
69853,GDR
14097,BEL
130900,KEN
26329,KUW
68492,FRA
1977,KOR
8344,TOG
131829,THA
44853,YUG
61295,NOR
26862,PAR
109328,USA
85400,JPN
67208,ESP
110840,JPN
901236,DOM
7044,PER
80880,CAN
97648,USA
2303042,EST
22093,GBR
9567,FRA
6304,KOR
1834,EGY
96920,FIJ
122479,IND
99600,NOR
101238,CAN
900240,FRA
68653,GBR
35565,AUT
86147,YUG
138349,USA
102231,FRA
5003,ARG
80979,FRA
130872,KAZ
11115,USA
126102,CHN
115923,ITA
50508,SYR
48720,JPN
38956,NED
148259,ESP
54742,SWE
96903,FRA
81017,NOR
700284,USA
51255,USA
95794,AUS
133191,CHN
55270,BRA
923864,AUS
59414,MGL
84832,FIN
17235,JPN
46179,COL
100427,JPN
91129,KUW
83169,KOR
920751,GER
117311,CHN
26271,KOR
143,GER
32715,SWE
52269,ESP
1005053,TCH
99376,KAZ
69413,GBR
13180,KOR
902554,USA
75564,SEY
116978,AUS
21822,FRA
125028,POR
95139,KAZ
30998,SUI
98273,FIN
38214,HUN
136376,USA
77744,USA
56230,KAZ
43180,KOR
7311,FIN
7037,BRA
78072,USA
141843,CHN
73547,MEX
109426,EGY
74016,NGR
136068,TOG
40633,USA
32991,USA
43250,LIE
8001,RSA
84339,GER
70247,GER
110545,SUI
105076,CUB
49592,NZL
124029,ETH
75848,SUI
1554,ESP
26202,JPN
95098,TKM
116499,SVK
114611,MAR
921608,USA
8889,YUG
49301,NED
920809,IRL
90839,LAT
22464,HUN
15596,COL
22342,FRG
43688,POL
3472,GBR
123796,AUS
2340,CRO
66853,CYP
922897,BUL
33260,KOR
80609,RUS
922166,GRE
148559,JPN
87835,JPN
69555,GBR
48419,ITA
103766,TTO
2504346,ALG
2502634,BRA
75965,TCH
120143,CPV
25717,HUN
86703,SUI
88408,QAT
69941,FRG
70866,GRE
79308,VIE
3422,GBR
53013,TCH
9955,GER
144304,JPN
54202,HUN
90458,NED
130836,JPN
901094,CAN
18895,GER
128377,RUS
13184,GER
2504735,CHN
115090,HUN
92377,MGL
36961,FRA
77311,URS
100079,CZE
892488,USA
85351,FRA
42812,HUN
95513,FRG
83479,CYP
25510,GHA
129575,CHN
77179,URS
9524,FIN
11255,CAN
52625,KOR
106798,GER
29351,ARG
92008,NOR
102720,MEX
701760,SUI
39413,POL
5848,ITA
72383,JPN
85613,AUT
14517,GBR
920992,JPN
108908,KOR
16871,CHI
90446,LAT
122093,BLR
75523,SEN
71849,ITA
48092,HUN
26203,JPN
75787,SUI
50018,RSA
133090,CAN
134173,GER
10407,NOR
1006262,HON
88098,SWE
901270,ESP
114639,USA
64294,ALG
11298,GBR
126133,NZL
70363,FRG
46853,FRA
105760,FIN
130312,GER
106867,ESP
79541,ZIM
75694,SRI
14228,VEN
75510,SEN
44948,ARG
61032,POR
135104,MDA
20713,GER
84733,ITA
85278,USA
902243,URU
42002,FIN
115080,BAR
9421,DEN
103238,CHN
74698,POL
121402,CRO
68748,GBR
24287,BUL
108611,IRQ
45023,AUS
143329,GER
16534,FRA
34703,ESP
922675,FRA
78208,USA
100352,CAN
61386,POR
121585,SRI
77796,USA
101396,ITA
48260,HUN
89142,USA
9695,GBR
28876,NED
921702,SUI
52475,JPN
15435,ITA
67359,EST
111449,KOR
75361,RUS
1721,DEN
114264,BUL
80638,CAN
18737,GBR
76903,TTO
27708,USA
107661,GER
98381,TCH
51454,USA
12116,MEX
48436,ITA
4884,NZL
22443,HUN
56758,SYR
2103500,GER
33936,SYR
118653,GER
126065,JAM
82358,USA
140503,ARG
29783,FIN
122448,BRA
78014,USA
68103,FRA
125498,TUN
134694,JAM
79068,USA
133130,CHN
37348,GBR
65735,BUL
56473,PAN
78370,USA
143051,GBR
119204,USA
109742,BUL
21133,AUS
144086,ITA
42707,GUA
124716,FRA
41882,ESP
108091,KAZ
27574,URS
32015,DEN
16167,ITA
921289,SUI
148097,CHN
111308,USA
103393,CAN
61718,DEN
149162,USA
131429,POR
11368,USA
32444,KUW
58224,GBR
26291,KSA
88279,MEX
115044,JAM
15537,BEL
77700,URS
127912,ITA
83039,FIN
21560,DEN
10599,ROU
1805385,FRA
129432,CAN
126015,HAI
111819,NZL
133143,CHN
921358,SWE
50054,RUS
40680,USA
64145,IRL
85456,FIN
11018,URS
145691,NOR
146450,RSA
66870,CZE
122065,MRI
62186,BER
11081,USA
28635,HUN
132170,USA
700839,MAS
45422,BAH
4188,ITA
140445,ARG
141818,CHN
94247,NED
46458,ESP
132447,ARU
77361,URS
38305,ITA
900901,ANG
114917,USA
96989,AUT
37587,GDR
29551,CAN
67530,FIN
56116,ITA
145145,LTU
147946,CAN
65591,BRA
29340,SWE
145095,KUW
83600,NOR
23025,NOR
61339,ESP
105605,NZL
144064,ITA
113151,GER
81701,CHN
30345,GRE
122810,CAN
49669,PAR
86184,SWE
110945,IND
73037,KUW
82139,FIN
48230,HUN
112649,NED
142627,ETH
110834,CHN
8859,VEN
2304868,LUX
81290,SUI
84508,ARG
30952,ROU
110877,AUS
30209,GDR
54934,USA
27360,TCH
124362,GBR
45910,CAN
8707,USA
52819,PER
137306,GER
6835,ITA
22115,GBR
45155,ANZ
102464,KOR
80367,FRA
140906,AZE
118499,NOR
82419,SWE
920853,ITA
125503,GRE
1805253,GER
901088,CAN
128352,RUS
136363,USA
129198,BLR
53419,AUS
73939,NEP
22136,GBR
64714,AUS
129017,AUS
63830,BAH
13276,LTU
24831,ESA
51848,CAN
146966,TUR
98109,USA
67110,ESA
46330,DEN
94783,TUR
86844,ETH
145249,MEX
13543,USA
891106,FRA
117525,CRO
9312,CAN
101698,IRL
132394,ARG
1800040,KOR
46701,FRA
62649,USA
56879,UGA
65743,BUL
137990,SLO
98977,GBR
107067,MEX
121691,TJK
48167,HUN
59031,JPN
128296,ROU
51208,USA
86544,SWE
148608,LAT
120926,LAO
4918,PAK
123568,KEN
127440,CAN
45046,AUS
49226,MEX
4546,MEX
36252,CAN
120157,CGO
4697,NED
86565,GER
11779,POR
114459,RUS
11113,USA
18804,GBR
145921,POL
135630,QAT
20824,KOR
28044,ARG
48678,JPN
42391,GBR
50626,TUR
26246,KOR
900131,CAN
125737,GER
78252,USA
3225,USA
132013,USA
109572,CHN
38503,ITA
836,JPN
900954,AUS
53879,FRA
91669,CAN
27088,ROU
118968,GBR
144392,JPN
40327,URS
76758,THA
923684,NGR
77336,URS
126033,ESP
160,GER
81496,PRK
902284,USA
15083,DEN
92977,URU
8558,URS
41989,FIN
39940,TCH
23061,POL
701645,HUN
766,CHI
61666,USA
30622,JPN
104901,PLW
81316,AUT
145443,NED
124340,ESP
58171,GBR
54553,NED
12602,POR
58107,FRA
109518,ALG
13246,ITA
75980,SWE
58833,IRI
69473,GBR
70372,GER
31433,USA
32606,ROU
24904,ESP
1005668,AUT
18536,ESP
149114,USA
122133,CHN
122062,KSA
40167,URS
51967,USA
103446,ARG
28767,JPN
1805238,ESP
119503,AUT
33894,JPN
29151,TCH
116354,ARM
116815,CHN
50747,URS
137775,NZL
33275,MLT
132443,ARM
82245,PRK
1700450,BEL
41659,COL
137358,IRL
99633,UKR
114154,CAN
122201,BRA
107638,KOR
71484,IRL
49653,PAK
34034,COD
122076,CHN
24094,BEL
34963,MEX
64751,AUS
921339,SWE
41395,BRA
67005,DEN
84766,USA
138056,SUI
40420,URU
50950,USA
18844,GBR
70663,GHA
120427,RUS
112580,ARG
61810,ARG
58637,HUN
128544,SUI
31334,USA
54003,GER
132539,AUS
39228,NZL
61899,MEX
40791,USA
75081,QAT
91616,AUS
147590,VIE
136449,VEN
40361,URS
5639,USA
120225,GRN
93996,LTU
61531,IND
72389,JPN
135759,ROC
72100,ITA
114934,GBR
131322,NZL
5887,KOR
90240,ROU
142391,ESP
75669,SOM
142805,FRA
3390,GBR
113249,FRA
92692,SLO
55454,CUB
20020,PAK
133433,DEN
901024,AUS
133965,GBR
39182,NZL
61150,SWE
125228,CZE
64725,AUS
25222,GBR
11979,SUI
127582,CRO
923856,TTO
145795,NZL
70378,GER
41830,ECU
66745,CUB
51485,USA
71323,HUN
86633,FIN
37402,GBR
47549,GDR
85520,AUT
136855,CAN
97904,AUT
21432,CAN
7924,ROU
90962,AUS
4589,MEX
20024,PAK
143639,HUN
34635,BRA
123494,PER
142504,ESP
120321,RUS
45895,CAN
84739,POL
23156,POR
63377,AUT
112366,POL
5846,POL
135779,RUS
29412,BEL
146531,SGP
2245,USA
104204,CHN
93926,USA
65918,CAN
79456,YUG
126427,BEL
146043,POR
92739,USA
2305334,ITA
72170,ITA
27517,TUR
44020,SMR
85352,FRA
136345,USA
1730,DEN
7562,BEN
102678,AUS
132305,ALG
87973,HUN
19461,KEN
19782,NED
133778,FIJ
92466,EGY
17126,FRA
12375,SUI
26549,MEX
33353,BEL
1922,ITA
87013,HUN
84533,SUI
922370,YUG
137848,ROC
79491,COD
106518,KAZ
682,BEL
67120,ESP
920640,GER
100523,AUT
96041,ISL
91514,JPN
364,CAN
7286,ITA
3426,GBR
83215,ALG
78217,USA
55167,AUS
103904,ITA
118047,SLO
88968,SRI
117382,USA
23405,SWE
837,JPN
16880,JPN
30654,KOR
90012,SEN
115679,SWE
6510,CHN
144451,JPN
100203,CAN
130280,GBR
1596,JPN
27680,USA
581,GBR
120480,JPN
22609,ITA
4117,ITA
30800,NOR
128432,SLO
892311,USA
2000647,POL
114746,SOL
17553,AUS
120756,BRU
100961,SWE
56040,IRI
91428,FRA
101756,GBR
119402,FIN
31779,ALG
28741,ITA
34997,POL
91455,SLO
136120,TUR
86924,GBR
120436,RUS
105614,BRN
51007,USA
64589,AUS
115811,NED
1005647,CAN
71008,HON
17798,CAN
147490,USA
18768,GBR
147601,VIN
143542,GUA
85634,SUI
53429,AUS
124614,EGY
85225,GBR
70554,GER
88121,KAZ
76658,TCH
25726,HUN
8005,RSA
58249,GBR
118346,FRA
125004,FRA
88889,BLR
15630,VEN
43705,POL
51360,USA
17347,ARG
96698,AUT
96494,POL
13662,COL
102177,USA
98137,MEX
6726,HUN
71025,HUN
94733,GUM
44008,SMR
92323,GUI
87338,FIN
138052,SUI
44182,SWE
11512,EUN
121165,IRL
28483,GBR
148355,GBR
93387,CUB
5943,PUR
123560,QAT
96309,ITA
58054,FRA
9960,GER
52912,POL
89089,UKR
19762,NED
13371,USA
51530,USA
45180,AUS
51023,USA
57205,AUT
14913,TCH
137934,POL
126279,SUI
113594,IRI
100318,DEN
921628,USA
96755,CAN
70191,GER
135659,ROU
132723,BLR
10063,HUN
108709,ISL
59003,JPN
11412,IRL
38852,NED
16153,YUG
64056,GER
34992,POL
86576,HUN
90780,CHN
63285,SWE
29573,CRO
93887,CUB
35165,USA
701949,SEN
128438,SLO
98010,TCH
12422,FRA
118460,FRA
111008,GBR
143863,IRL
96560,SUI
90277,USA
7454,AUS
108289,RSA
892376,USA
793,IRL
91574,SVK
102644,USA
1005999,BEL
84898,SMR
136456,VEN
107680,RUS
108089,JPN
144413,JPN
27218,SWE
900044,AUT
69716,GDR
141418,CAN
4850,NOR
64900,AUT
29834,FIN
134816,JPN
138352,USA
125732,GER
44963,ARG
58223,GBR
52824,PER
700477,EGY
144627,JPN
87817,URS
7145,ITA
133415,CZE
114958,UKR
48056,HKG
118522,CZE
116724,NZL
47431,GBR
56366,MGL
13842,FRA
700685,YUG
97503,JPN
76702,TCH
5155,CUB
126671,USA
27981,YUG
115494,TUR
107114,BAH
131095,MLT
109676,JPN
37286,GBR
58963,ITA
106568,FIN
4467,LUX
86546,SWE
124590,HKG
114740,JAM
83342,BLR
1005163,AUT
25727,HUN
32497,NOR
36448,CZE
57887,FIN
67087,EGY
71825,ITA
104499,USA
121581,SGP
37815,FRG
119061,RUS
145480,NED
892172,USA
58086,FRA
45857,CAN
14259,ESP
901635,ITA
42697,GUA
72201,JAM
130339,GER
127198,AUS
98903,GER
115414,FIN
32054,GER
76545,TCH
28345,FIN
109134,TPE
106139,ETH
35439,AUS
84864,ARG
91176,RSA
89161,USA
148686,NOR
901837,KOR
47935,GER
48582,ITA
58117,FRA
38451,ITA
11210,YUG
22593,ITA
147198,USA
10216,ITA
78123,USA
92414,RUS
54796,UKR
110906,JPN
100830,IND
62671,FIN
28636,HUN
127955,ITA
115705,SRI
86487,NOR
28360,FRA
53845,FRA
92153,EST
122155,CHN
25138,FRA
90161,CZE
94424,USA
146371,RSA
922432,USA
100871,GRE
27921,YUG
43794,POR
72221,JAM
40919,USA
110340,FRA
135627,QAT
109544,VEN
68521,FRA
90756,AUS
36970,FRA
90984,BRA
40765,USA
81544,FIN
91941,YUG
76900,TTO
2302128,FRA
106313,GER
922685,FRA
101482,RUS
129342,BRA
59482,NOR
10435,NZL
1679,CUB
89125,USA
59951,SUI
2301628,LTU
70012,FRG
11861,MEX
15718,VEN
141517,CAN
1805363,FRA
58658,HUN
93301,BEL
701986,SUI
2640,TCH
35530,AUS
60740,USA
132805,BRA
105491,BEN
144910,KOR
1005938,SWE
136256,USA
47827,FRG
8813,VAN
9353,CIV
96599,AUT
142595,EST
76785,THA
5919,USA
132131,USA
47314,GBR
26063,ITA
117675,FRA
100715,USA
46484,ESP
58453,GER
16513,GER
25015,FIN
60138,SWE
45641,BRA
27995,YUG
33015,USA
122569,JOR
5869,THA
119712,FRA
14194,FRA
1005348,CMR
58804,IRI
99163,YUG
61122,BRN
88837,DEN
118382,CAN
143402,GER
84562,ITA
90686,FRA
26110,ITA
76291,SWE
119671,USA
757,CAN
8413,TUR
33241,BEL
25861,IRI
135433,PER
131377,POL
60109,SWE
56623,RSA
109907,SVK
10993,URS
5903,USA
1005691,HUN
122249,UKR
49713,PHI
104863,RSA
102649,USA
114407,URU
85161,GER
17949,GBR
8645,USA
4858,NOR
93477,GER
61691,USA
10007,HKG
701629,GER
133423,CZE
16241,USA
97767,GDR
65807,CAM
48955,KOR
86614,GER
114298,GER
53346,YUG
23619,URS
68483,FRA
93383,CRO
43660,PHI
146380,RSA
105778,GER
71674,ISL
51645,VEN
140947,BEL
41446,BUL
923442,KOR
920613,FRA
14186,USA
124401,KOR
27136,SUD
1005339,NCA
5369,USA
110333,USA
111928,RUS
52462,ITA
7059,ANG
80624,ITA
99444,FIN
101622,CZE
19378,JPN
4596,MEX
75993,SWE
147093,USA
118650,SUI
101150,KOR
39883,SWE
91759,POL
900642,SUI
94960,KOR
15403,FRA
87762,FRG
41781,DEN
85538,SWE
113788,GER
700490,DEN
90705,IND
58828,IRI
900927,ARG
45028,AUS
49900,PUR
146704,SVK
109150,BRA
44271,SWE
55097,AHO
101579,CHN
36255,CAN
145190,MAR
2505402,KAZ
24418,CHN
109636,POL
66668,COL
67557,FIN
68091,FRA
105993,HUN
892060,USA
40110,UKR
145625,NGR
1006107,JPN
89859,CAN
27830,USA
78271,USA
57511,CAN
143400,GER
93537,ISL
146624,SUI
56743,SWE
28,FRA
119466,AUT
146219,ROC
9667,FRA
113316,CAN
59281,LUX
43067,JPN
10014,HKG
64161,NOR
99336,NOR
97617,NOR
88746,CAN
98574,FIN
20528,BEL
61124,FRA
54544,NED
75419,RUS
86978,GUA
115989,TAN
33477,NED
1013,NGR
59711,POR
88353,PER
40764,USA
114776,CUB
112843,AUS
30452,ITA
94798,KOR
98058,POL
120976,POL
16918,CAN
89612,PRK
17639,BEL
83733,BUL
107289,SLO
122612,GBR
7230,CAN
119786,CAN
121937,CHN
31678,FRA
81735,POL
120416,RUS
34371,THA
59236,KOR
148646,LUX
120178,CHN
114682,MAR
63255,NOR
55713,GBR
62196,GBR
921539,USA
49351,NED
143976,ISR
77542,URS
135286,NED
2101723,FRA
95913,BLR
84141,ARG
44023,SMR
119168,SVK
143136,GBR
700916,MEX
4138,ITA
63629,HKG
137080,EST
19028,GER
3085,FRA
22989,NED
37658,GDR
54331,ITA
131823,THA
94370,GER
109746,UKR
98444,NOR
72956,KOR
24758,EGY
88794,FRA
14452,RSA
35143,USA
25521,GHA
2101862,HON
523,FRG
77193,URS
22725,ITA
62899,FRG
74292,NZL
21648,ESP
67281,ESP
25653,GUI
700177,HUN
28099,BEL
902610,MYA
18644,FRA
920111,BEL
73223,LTU
146118,ROC
39920,SWE
40091,TCH
123279,TUN
19681,NED
17437,ARG
133585,EGY
2195,URS
922203,HUN
50348,SWE
146741,SWE
55434,COL
69980,GER
146033,POR
113468,CHN
55418,COL
3776,HUN
62587,IRL
80305,FRA
110959,AUT
21728,FRA
486,FRA
4525,MAW
27370,TCH
99744,AUT
902101,POR
39350,POL
129897,ECU
69593,GBR
46400,UAR
22005,FRA
89135,USA
30843,NOR
23350,SUI
72115,ITA
36760,FIN
3236,USA
57212,AUT
920311,FRA
17556,AUS
89273,NED
47376,GBR
102982,GHA
31501,YUG
71891,ITA
115729,MAS
136987,COL
71146,HUN
98839,GBR
48842,JPN
1430,JPN
137701,NED
112283,FIN
17523,AUS
71581,IRL
38587,JPN
67553,FIN
83621,SWE
140437,ANG
95824,BEL
1005515,HUN
88836,DEN
2303705,CUB
84889,ROU
96399,NOR
136252,USA
58352,FRG
75522,SEN
122891,CHI
11404,SUI
129532,CGO
892607,USA
86995,HUN
83247,AUS
46758,FRA
902059,NEP
135092,MAS
71458,IRI
88498,NGR
135868,SLO
26987,POL
76110,SWE
104414,GER
140664,AUS
126501,KAZ
42815,HUN
54628,ROU
112815,UZB
107765,POL
21009,USA
892127,USA
891428,FRA
734,CAN
51475,USA
36865,FRA
94591,USA
36249,CAN
54848,URS
104691,UKR
88611,SVK
66604,CMR
60727,USA
52430,ITA
4442,LTU
1006208,GER
52331,GDR
901957,NED
74874,POL
93998,LUX
81494,KOR
110619,LAT
73191,LIE
70079,FRG
127491,CAN
97202,YUG
61941,SUI
43345,MEX
46564,ESP
78341,USA
60286,TUR
129365,BRA
50731,URS
51541,USA
854,JPN
808,ITA
1006229,ZIM
2303075,POL
121037,UKR
28413,FRA
23202,ROU
85134,BUL
59282,LUX
129591,CHN
136722,AUT
36739,ESP
35945,BUL
42953,ITA
90572,FRA
72043,ITA
75553,SEY
88440,RUS
122674,GBR
55416,COL
81750,POL
34630,BEL
112425,KAZ
34999,POL
146145,ROC
24471,CMR
902631,JPN
16090,ITA
81941,NOR
112917,GBR
126887,RSA
98308,ITA
17384,ARG
4,FRA
119589,GER
105093,GRE
84520,LIE
121734,GEO
144031,ITA
82875,JPN
114355,VEN
93094,JPN
110543,SUI
15744,SWE
141438,CAN
36185,CAN
69835,GER
23196,PUR
142571,ESP
111549,BUL
8040,SAA
8963,ARG
22965,NED
108788,ESP
148911,SUI
12546,TCH
54145,AUS
140974,BEL
117427,TUR
128501,SUI
24286,BUL
95890,GER
125468,TUR
83345,BLR
114091,CHN
129093,AUT
43322,MEX
40094,TCH
128105,KOR
1303268,GBR
38369,ITA
43289,MDA
38247,IRL
125622,NED
87304,FIN
131355,PHI
21743,FRA
26430,MAR
31934,CHN
126371,SUI
143535,GUA
2731,USA
39964,TCH
59685,POL
92684,RUS
141802,CHN
57586,CAN
32730,SWE
126454,BEL
1918,ITA
73352,MAL
533,GBR
40406,URU
39346,POL
57396,BUL
105294,UKR
68391,FRA
76607,TCH
113778,ISL
137019,CZE
9580,FRA
49402,NED
27603,URS
26394,LUX
60811,UZB
23319,SUI
54737,SWE
80518,SWE
34209,KOR
125815,GER
62636,NOR
85540,NOR
56869,TUR
118748,SWE
58891,ITA
121639,RSA
95624,FRA
48713,JPN
64580,AUS
89118,USA
9828,GDR
12743,POR
84843,ITA
62529,FRA
15941,DEN
37162,GBR
9190,BUL
43665,PHI
49138,MEX
121212,POL
119152,GER
94286,GBR
64726,AUS
28546,FRG
140911,AZE
130319,GER
25463,FRG
56915,URS
49225,MEX
921849,GER
109251,AUS
101507,GER
87456,YUG
68897,GBR
11533,ARG
11869,ARG
22222,GDR
146085,QAT
86105,CAN
148448,GHA
19970,PAK
114950,ITA
147584,VEN
67619,FIN
75336,RSA
62934,SWE
147566,VEN
131418,POL
902382,USA
101113,USA
126495,KAZ
701276,BUL
101697,SUI
84233,ITA
701881,CMR
31683,FRA
33994,AUT
64521,AUS
74403,PAK
701697,NED
923505,FIN
71202,HUN
127447,CAN
17736,BEL
66225,CAN
10583,ROU
32359,KOR
146418,RSA
73715,NED
2920,ETH
89638,SWE
137119,FIN
106884,POL
7769,POL
62876,FRG
79581,AUT
3632,FRG
901798,KOR
67925,FRA
84724,URS
531,GBR
7325,JPN
74619,POL
19754,NED
86020,HUN
53167,URS
37808,FRG
11034,USA
78972,USA
2600038,FRA
87923,SWE
103267,CHN
64773,AUS
54329,ITA
5362,CAN
108824,KOR
22176,GBR
116516,KAZ
85095,ITA
62641,GER
112998,RSA
92970,TUR
33136,ECU
33304,CUB
17558,AUS
108743,ANG
69237,GBR
38380,ITA
121848,ROU
39251,NZL
3167,NED
52966,ROU
6047,TCH
62220,FRA
117612,SUI
58454,GRE
83767,BIH
39924,SWE
60472,URS
91821,KOR
136381,USA
59148,KOR
46673,FIN
21189,AUT
892432,USA
78488,USA
17245,MEX
31370,USA
69890,GDR
134454,IND
33013,USA
130076,FRA
52085,BRA
42960,ITA
26050,ITA
75610,SLE
23714,USA
23833,VEN
1805384,FRA
127028,UKR
106030,GER
67800,FIN
5099,AUS
107446,HKG
148187,CZE
6698,CAN
22235,GEO
921298,SUI
89001,SWE
921789,USA
51964,USA
147532,UZB
700970,MEX
137472,JPN
52865,POL
71736,ISV
96792,USA
8824,VEN
123510,MGL
15704,ESA
49288,MYA
108489,CHN
18369,DEN
134280,GRE
24930,ESP
84271,NED
64444,ARG
148912,SUI
125486,FRA
78924,USA
55879,GRE
26922,POL
86377,GDR
78698,USA
21542,CUB
42741,HUN
42143,FRA
67694,FIN
923165,CHN
49535,NOR
75378,RUS
144164,ITA
90790,EGY
3763,GUY
140459,ARG
111765,KOR
1700475,LAT
108520,LTU
107218,NED
45265,AUS
86077,ITA
101436,SUI
902474,USA
58660,HUN
148299,FIN
107304,FRA
65884,ARG
69399,GBR
96548,TCH
50104,SMR
87751,JPN
83885,BUL
902433,USA
2504523,BEN
701540,BEL
141822,CHN
120300,SEY
141706,CHN
69192,GBR
62271,SWE
59310,MAR
28671,ISR
15184,RUS
35705,BEL
81818,TCH
109580,CAN
1006093,KAZ
81625,FRG
113413,TPE
51392,USA
44207,SWE
50773,URS
31530,ALG
1202219,USA
8924,ZAM
2700018,FRA
61852,GBR
11461,GBR
108752,BRA
84325,FRG
134068,GBR
54085,GRE
17921,GBR
94514,BRA
700952,CHI
74902,POR
74396,PAK
36272,CAN
99604,LAT
98724,URS
3619,GER
46894,FRA
48973,KOR
922341,USA
125987,POR
61579,SGP
97848,NOR
113217,COL
68690,GBR
89196,VEN
54555,NED
119611,ITA
128440,SLO
920738,GER
75717,QAT
76996,TUR
110210,GER
120798,LBN
72029,ITA
80547,AUT
47410,GBR
39701,SUI
110786,CAN
25772,HUN
120137,TUN
23963,ARG
54449,MEX
96666,AUT
73968,NGR
146836,TPE
117231,PRK
76960,TUN
2489,PRK
38430,ITA
88340,NOR
122703,CAN
63839,NOR
113391,KOR
31205,TCH
921677,GBR
122981,GBR
890665,FRA
97513,UKR
8365,TPE
65701,BUL
37008,FRA
35653,BEL
142330,EGY
121518,UKR
920791,IRL
69087,GBR
99741,SWE
134676,ITA
143192,GBR
29690,DEN
107185,CAN
61321,SWE
82315,NED
55028,SCG
68273,FRA
14590,PHI
46206,CRC
12031,URS
48656,JPN
54062,GER
6318,GER
83282,AUS
81035,NED
137082,EST
921,KOR
113106,KOR
114286,EGY
126854,MYA
50903,URS
7206,JPN
18070,GER
28440,GBR
111203,NOR
892006,USA
85503,ARG
103610,CZE
64932,AUT
72870,KOR
103422,ITA
40492,USA
10155,ITA
15831,USA
146850,TPE
128919,ARG
74624,POL
126777,USA
44480,TUR
96045,NOR
61791,MON
121356,MRI
41722,CYP
121670,FRA
145492,NED
40674,USA
28643,HUN
117615,BLR
111665,ESA
146473,RSA
41672,CRC
31823,AUT
144880,KGZ
118401,CZE
321,BEL
120892,POL
14403,ITA
102785,TUN
96981,POL
63740,AUT
70210,GER
110673,AUT
124548,KOR
923200,ITA
1612,JPN
45035,AUS
30758,NED
13408,CAN
900490,ITA
109672,CHN
