id_result,medal
5222,Bronze
5223,Bronze
5224,Bronze
5233,Silver
5284,Silver
5289,Bronze
5291,Silver
5298,Silver
5304,Bronze
5366,Bronze
5495,Bronze
5508,Gold
5509,Gold
5510,Bronze
5514,Bronze
5533,Bronze
5537,Bronze
5539,Silver
5541,Silver
5542,Silver
5543,Silver
5544,Silver
5545,Silver
5546,Silver
5547,Gold
5561,Bronze
5564,Silver
5570,Bronze
5574,Bronze
5619,Bronze
5620,Bronze
5629,Bronze
5715,Bronze
5801,Gold
5831,Silver
5832,Silver
5834,Bronze
5835,Bronze
5854,Bronze
5866,Gold
5884,Silver
5885,Bronze
5886,Bronze
5899,Bronze
5939,Silver
5943,Silver
5944,Bronze
5946,Bronze
6012,Silver
6084,Silver
6085,Bronze
6088,Silver
6142,Bronze
6143,Bronze
6144,Gold
6145,Gold
6146,Gold
6147,Gold
6152,Gold
6153,Gold
6180,Bronze
6182,Silver
6184,Bronze
6185,Bronze
6186,Bronze
6187,Bronze
6188,Bronze
6189,Bronze
6200,Bronze
6201,Bronze
6202,Bronze
6254,Gold
6260,Bronze
6265,Silver
6282,Silver
6300,Bronze
6334,Gold
6421,Silver
6422,Silver
6425,Silver
6426,Silver
6431,Bronze
6432,Bronze
6433,Bronze
6434,Bronze
6485,Bronze
6487,Silver
6488,Silver
6489,Silver
6490,Silver
6491,Silver
6492,Silver
6508,Gold
6518,Silver
6520,Silver
6531,Bronze
6532,Gold
6533,Gold
6583,Gold
6587,Gold
6589,Gold
6590,Bronze
6619,Gold
6623,Gold
6651,Silver
6694,Bronze
6695,Bronze
6696,Bronze
6697,Bronze
6744,Bronze
6753,Gold
6758,Silver
6763,Silver
6765,Bronze
6769,Bronze
6770,Silver
6803,Silver
6810,Gold
6811,Gold
6812,Gold
6813,Gold
6849,Gold
6877,Bronze
6922,Silver
6923,Silver
6924,Silver
6925,Silver
6941,Bronze
6988,Gold
6993,Silver
6997,Bronze
6998,Silver
7008,Silver
7051,Silver
7126,Silver
7275,Gold
7276,Bronze
7308,Bronze
7419,Bronze
7625,Silver
7683,Gold
7691,Bronze
7692,Bronze
7975,Silver
8082,Bronze
8404,Silver
8461,Silver
8463,Bronze
8474,Gold
8477,Bronze
8478,Bronze
8479,Bronze
8480,Bronze
8481,Bronze
8482,Bronze
8483,Bronze
8484,Bronze
8485,Bronze
8486,Bronze
8487,Bronze
8488,Bronze
8491,Bronze
8507,Silver
8509,Gold
8634,Bronze
8657,Silver
8658,Bronze
8662,Silver
8664,Silver
8721,Gold
8764,Gold
8765,Bronze
8799,Bronze
8802,Bronze
8803,Bronze
8812,Bronze
8816,Gold
8817,Gold
8818,Bronze
8841,Bronze
8874,Gold
8888,Silver
8889,Bronze
8891,Gold
8892,Bronze
8937,Bronze
8947,Bronze
8952,Silver
8954,Bronze
9001,Silver
9009,Silver
9015,Bronze
9019,Silver
9026,Silver
9041,Gold
9078,Bronze
9081,Silver
9083,Bronze
9101,Silver
9102,Gold
9145,Gold
9158,Gold
9160,Gold
9161,Bronze
9163,Bronze
9165,Gold
9167,Bronze
9172,Gold
9188,Bronze
9193,Bronze
9198,Silver
9202,Silver
9203,Gold
9204,Silver
9310,Bronze
9403,Gold
9445,Gold
9460,Silver
9465,Silver
9466,Gold
9522,Bronze
9530,Silver
9532,Silver
9533,Silver
9534,Silver
9535,Silver
9536,Silver
9537,Bronze
9538,Bronze
9539,Bronze
9540,Bronze
9541,Bronze
9542,Bronze
9543,Bronze
9544,Bronze
9545,Bronze
9546,Bronze
9547,Bronze
9548,Bronze
9549,Bronze
9550,Bronze
9551,Bronze
9552,Bronze
9553,Bronze
9554,Bronze
9555,Bronze
9556,Bronze
9557,Bronze
9558,Bronze
9559,Bronze
9560,Bronze
9593,Silver
9595,Bronze
9855,Bronze
9856,Bronze
9902,Silver
10025,Silver
10066,Bronze
10110,Bronze
10280,Gold
10320,Bronze
10351,Bronze
10434,Silver
10440,Silver
10445,Bronze
10488,Silver
10495,Bronze
10497,Gold
10500,Silver
10545,Bronze
10556,Bronze
10565,Silver
10570,Bronze
10572,Bronze
10622,Gold
10627,Silver
10631,Bronze
10632,Bronze
10634,Gold
10702,Silver
10729,Gold
10730,Bronze
10755,Silver
10774,Silver
10786,Bronze
10788,Silver
10818,Silver
10988,Silver
10989,Silver
10990,Silver
10991,Silver
10992,Silver
10993,Silver
10994,Silver
10995,Silver
10996,Silver
10997,Silver
10998,Silver
10999,Silver
11028,Bronze
11030,Bronze
11031,Bronze
11083,Gold
11084,Gold
11085,Gold
11086,Gold
11087,Gold
11088,Gold
11089,Gold
11090,Gold
11091,Gold
11092,Gold
11093,Gold
11094,Gold
11095,Gold
11096,Gold
11097,Gold
11098,Gold
11156,Silver
11157,Silver
11158,Silver
11159,Silver
11160,Silver
11161,Silver
11162,Silver
11163,Silver
11164,Silver
11165,Silver
11166,Silver
11167,Silver
11168,Silver
11212,Bronze
11213,Bronze
11214,Bronze
11215,Bronze
11216,Bronze
11217,Bronze
11218,Bronze
11219,Bronze
11220,Bronze
11293,Gold
11296,Silver
11297,Gold
11300,Gold
11303,Gold
11342,Gold
11343,Gold
11344,Gold
11345,Gold
11346,Gold
11347,Gold
11348,Gold
11349,Gold
11350,Gold
11351,Gold
11352,Gold
11353,Gold
11354,Gold
11355,Gold
11356,Gold
11357,Silver
11358,Silver
11369,Silver
11403,Bronze
11404,Bronze
11422,Bronze
11433,Silver
11438,Silver
11448,Gold
11473,Silver
11485,Silver
11543,Bronze
11580,Bronze
11581,Bronze
11610,Silver
11614,Silver
11625,Bronze
11652,Gold
11669,Bronze
11670,Bronze
11671,Bronze
11672,Bronze
11673,Bronze
11674,Bronze
11675,Bronze
11676,Bronze
11677,Bronze
11678,Bronze
11679,Bronze
11680,Bronze
11681,Bronze
11682,Bronze
11683,Bronze
11703,Silver
11704,Silver
11705,Silver
11706,Silver
11723,Gold
11736,Bronze
11744,Gold
11745,Gold
11746,Gold
11747,Gold
11748,Gold
11749,Gold
11750,Gold
11751,Gold
11752,Gold
11753,Gold
11754,Gold
11755,Gold
11756,Gold
11769,Silver
11795,Bronze
11797,Gold
11798,Gold
11812,Bronze
11831,Silver
11832,Gold
11833,Gold
11835,Silver
11836,Gold
11837,Gold
11845,Gold
11865,Silver
11866,Silver
11867,Silver
11868,Silver
11869,Silver
11870,Silver
11871,Silver
11872,Silver
11873,Silver
11874,Silver
11875,Silver
11876,Silver
11877,Silver
11912,Silver
11933,Bronze
11934,Gold
11935,Gold
11936,Silver
11959,Bronze
11962,Gold
11964,Gold
11965,Gold
11966,Silver
11967,Silver
12011,Gold
12071,Silver
12195,Gold
12218,Gold
12219,Silver
12354,Silver
12534,Bronze
12728,Bronze
12936,Silver
12937,Silver
12938,Silver
12939,Silver
12940,Silver
12941,Silver
12942,Silver
12943,Silver
12944,Silver
12945,Silver
12946,Silver
12947,Silver
12948,Silver
12949,Silver
12950,Silver
12951,Silver
12952,Silver
12953,Silver
12954,Silver
12955,Silver
13078,Silver
13159,Bronze
13166,Bronze
13168,Bronze
13174,Silver
13175,Bronze
13185,Silver
13186,Silver
13187,Silver
13191,Bronze
13192,Bronze
13193,Bronze
13274,Gold
13275,Silver
13276,Gold
13367,Bronze
13368,Bronze
13378,Gold
13379,Silver
13433,Bronze
13439,Gold
13456,Bronze
13457,Bronze
13458,Bronze
13511,Gold
13512,Bronze
13524,Silver
13525,Silver
13526,Silver
13559,Silver
13573,Gold
13574,Gold
13575,Silver
13576,Bronze
13583,Bronze
13586,Silver
13590,Bronze
13616,Bronze
13617,Bronze
13621,Bronze
13632,Gold
13633,Bronze
13705,Silver
13795,Silver
14087,Silver
14090,Silver
14091,Silver
14092,Silver
14137,Silver
14150,Bronze
14151,Silver
14152,Bronze
14398,Silver
14505,Bronze
14506,Bronze
14507,Bronze
14508,Bronze
14509,Bronze
14510,Bronze
14511,Bronze
14512,Bronze
14513,Bronze
14514,Bronze
14515,Bronze
14516,Bronze
14517,Bronze
14518,Bronze
14519,Bronze
14520,Bronze
14521,Bronze
14522,Bronze
14523,Bronze
14524,Bronze
14525,Bronze
14526,Bronze
14590,Gold
14591,Bronze
14592,Gold
14593,Gold
14632,Silver
14878,Gold
14894,Gold
14916,Silver
14919,Gold
14947,Bronze
14950,Bronze
14989,Gold
14992,Gold
14993,Bronze
14998,Bronze
15030,Bronze
15033,Bronze
15041,Gold
15055,Gold
15066,Bronze
15069,Gold
15075,Gold
15078,Gold
15079,Bronze
15081,Gold
15082,Bronze
15088,Bronze
15091,Gold
15092,Silver
15102,Silver
15105,Gold
15106,Silver
15116,Gold
15117,Bronze
15119,Silver
15120,Bronze
15131,Gold
15134,Gold
15135,Silver
15137,Bronze
15145,Gold
15146,Silver
15148,Gold
15164,Silver
15167,Bronze
15177,Bronze
15180,Gold
15181,Bronze
15183,Gold
15186,Gold
15189,Silver
15198,Bronze
15201,Bronze
15204,Silver
15213,Silver
15216,Bronze
15219,Gold
15220,Bronze
15222,Bronze
15240,Gold
15246,Silver
15254,Bronze
15257,Bronze
15481,Gold
15482,Gold
15483,Gold
15484,Gold
15485,Gold
15486,Gold
15487,Gold
15488,Gold
15489,Gold
15490,Gold
15491,Gold
15492,Gold
15493,Gold
15515,Gold
15516,Gold
15517,Gold
15518,Gold
15519,Gold
15520,Gold
15521,Gold
15522,Gold
15523,Gold
15524,Gold
15525,Gold
15526,Gold
15527,Gold
15528,Bronze
15529,Bronze
15530,Bronze
15531,Bronze
15532,Bronze
15533,Bronze
15534,Bronze
15535,Bronze
15536,Bronze
15537,Bronze
15538,Bronze
15539,Bronze
15540,Bronze
15689,Gold
15690,Bronze
15702,Bronze
15714,Silver
15716,Silver
15717,Silver
15720,Gold
15731,Gold
15732,Gold
15774,Bronze
15825,Bronze
15827,Silver
15828,Silver
15891,Silver
15900,Bronze
15914,Gold
15915,Gold
15916,Gold
15917,Gold
15918,Gold
15919,Gold
15920,Gold
15921,Gold
15922,Gold
15923,Gold
15924,Gold
15925,Gold
15926,Gold
15927,Gold
15928,Gold
15929,Gold
15930,Gold
15931,Gold
15932,Gold
15933,Gold
15934,Gold
15935,Gold
15936,Gold
15978,Gold
15979,Silver
16003,Silver
16007,Bronze
16008,Bronze
16011,Gold
16072,Bronze
16083,Silver
16117,Bronze
16220,Silver
16226,Silver
16238,Gold
16308,Bronze
16319,Gold
16330,Bronze
16353,Bronze
16354,Bronze
16383,Bronze
16390,Silver
16391,Silver
16392,Silver
16393,Silver
16406,Silver
16417,Silver
16418,Bronze
16538,Silver
16558,Gold
16562,Silver
16575,Bronze
16576,Bronze
16577,Bronze
16578,Bronze
16579,Bronze
16580,Bronze
16581,Bronze
16582,Bronze
16583,Bronze
16584,Bronze
16585,Bronze
16586,Bronze
16587,Bronze
16588,Bronze
16589,Bronze
16590,Bronze
16591,Bronze
16592,Bronze
16593,Bronze
16594,Bronze
16595,Bronze
16596,Bronze
16597,Bronze
16598,Bronze
16599,Bronze
16674,Gold
16693,Silver
16694,Silver
16722,Silver
16748,Gold
16754,Gold
16756,Silver
16793,Bronze
16817,Bronze
16863,Bronze
16873,Bronze
16874,Bronze
16875,Bronze
16876,Bronze
16966,Bronze
16968,Gold
16969,Gold
16993,Bronze
17002,Silver
17013,Gold
17037,Silver
17044,Bronze
17045,Bronze
17046,Bronze
17047,Bronze
17052,Gold
17064,Gold
17067,Silver
17076,Gold
17096,Bronze
17116,Silver
17117,Silver
17154,Bronze
17158,Silver
17161,Bronze
17179,Silver
17185,Bronze
17186,Bronze
17187,Bronze
17188,Bronze
17189,Silver
17190,Silver
17191,Silver
17192,Silver
17304,Gold
17308,Silver
17309,Gold
17341,Bronze
17348,Bronze
17354,Silver
17357,Bronze
17358,Bronze
17359,Bronze
17360,Bronze
17365,Silver
17382,Gold
17387,Bronze
17432,Bronze
17436,Bronze
17437,Bronze
17440,Bronze
17441,Bronze
17465,Gold
17480,Silver
17496,Bronze
17638,Gold
17640,Bronze
17644,Bronze
17650,Silver
17674,Silver
17675,Bronze
17708,Gold
17709,Silver
17713,Bronze
17714,Bronze
17737,Bronze
17742,Gold
17758,Gold
17759,Silver
17787,Silver
17791,Gold
17792,Gold
18009,Gold
18020,Bronze
18065,Gold
18072,Silver
18079,Bronze
18113,Bronze
18131,Bronze
18156,Bronze
18159,Bronze
18171,Bronze
18176,Bronze
18178,Bronze
18185,Bronze
18207,Silver
18211,Gold
18219,Gold
18225,Silver
18254,Gold
18257,Bronze
18263,Silver
18267,Gold
18271,Bronze
18273,Gold
18274,Silver
18293,Gold
18309,Silver
18310,Bronze
18315,Silver
18319,Bronze
18320,Bronze
18344,Bronze
18346,Silver
18360,Gold
18361,Bronze
18363,Bronze
18368,Gold
18373,Bronze
18389,Silver
18390,Silver
18392,Gold
18394,Silver
18405,Bronze
18406,Gold
18410,Silver
18413,Silver
18548,Gold
18549,Silver
18551,Gold
18552,Gold
18553,Gold
18554,Gold
18555,Gold
18556,Gold
18715,Silver
18716,Silver
18889,Silver
19012,Silver
19013,Silver
19014,Silver
19015,Silver
19016,Silver
19017,Silver
19036,Silver
19037,Silver
19038,Silver
19039,Silver
19040,Silver
19041,Silver
19042,Silver
19061,Silver
19063,Silver
19228,Bronze
19235,Bronze
19236,Bronze
19237,Bronze
19238,Bronze
19246,Bronze
19247,Bronze
19248,Bronze
19249,Bronze
19250,Bronze
19251,Bronze
19252,Bronze
19253,Bronze
19254,Bronze
19255,Bronze
19256,Bronze
19257,Bronze
19259,Bronze
19260,Gold
19264,Gold
19267,Silver
19268,Gold
19397,Gold
19400,Gold
19405,Silver
19452,Gold
19453,Silver
19455,Gold
19457,Silver
19459,Bronze
19460,Bronze
19461,Silver
19462,Gold
19515,Gold
19540,Bronze
19541,Bronze
19542,Bronze
19543,Bronze
19544,Bronze
19545,Bronze
19546,Bronze
19547,Bronze
19548,Bronze
19549,Bronze
19550,Bronze
19551,Bronze
19641,Silver
19649,Silver
19660,Bronze
19666,Gold
19691,Silver
19693,Gold
19694,Silver
19695,Gold
19696,Bronze
19697,Gold
19698,Gold
19699,Gold
19700,Bronze
19701,Gold
19789,Silver
19792,Silver
19793,Silver
19829,Bronze
19867,Gold
19872,Bronze
19889,Bronze
19890,Bronze
19891,Bronze
19892,Bronze
19893,Silver
19894,Silver
19895,Silver
19896,Silver
19897,Gold
19902,Bronze
19905,Bronze
19916,Bronze
19919,Gold
19924,Gold
19925,Gold
19926,Gold
19927,Gold
19928,Gold
19929,Gold
19930,Gold
19931,Gold
19932,Gold
19933,Gold
19934,Gold
19935,Gold
19936,Gold
19937,Gold
19938,Gold
19939,Gold
19940,Gold
19941,Gold
19942,Gold
19943,Gold
19966,Gold
19967,Silver
19968,Gold
19971,Gold
19972,Silver
19973,Gold
19974,Gold
19976,Gold
19977,Gold
19992,Bronze
19995,Silver
19996,Silver
19997,Silver
19998,Silver
19999,Silver
20000,Bronze
20005,Bronze
20007,Bronze
20009,Gold
20011,Silver
20046,Gold
20047,Gold
20048,Gold
20049,Gold
20050,Gold
20051,Gold
20052,Gold
20053,Gold
20054,Gold
20055,Gold
20056,Gold
20057,Gold
20071,Silver
20079,Bronze
20082,Bronze
20086,Gold
20090,Gold
20091,Bronze
20111,Bronze
20121,Silver
20145,Gold
20146,Gold
20147,Gold
20148,Gold
20149,Gold
20150,Gold
20151,Gold
20152,Gold
20153,Gold
20154,Gold
20155,Gold
20156,Gold
20157,Gold
20158,Gold
20159,Gold
20160,Gold
20161,Gold
20162,Gold
20163,Gold
20164,Gold
20180,Gold
20181,Silver
20184,Gold
20185,Silver
20186,Silver
20187,Gold
20189,Gold
20196,Bronze
20197,Bronze
20198,Bronze
20199,Silver
20207,Bronze
20211,Bronze
20212,Bronze
20213,Gold
20216,Bronze
20217,Silver
20225,Silver
20226,Bronze
20243,Gold
20244,Gold
20245,Gold
20246,Gold
20247,Gold
20248,Gold
20249,Gold
20250,Gold
20251,Gold
20252,Gold
20253,Gold
20254,Gold
20257,Gold
20263,Silver
20265,Gold
20268,Bronze
20296,Gold
20298,Bronze
20299,Bronze
20300,Bronze
20301,Bronze
20302,Silver
20303,Gold
20305,Silver
20327,Bronze
20331,Silver
20332,Silver
20333,Silver
20334,Silver
20335,Silver
20336,Silver
20337,Silver
20338,Silver
20339,Silver
20340,Silver
20341,Silver
20342,Silver
20343,Silver
20344,Silver
20345,Silver
20346,Silver
20347,Silver
20348,Silver
20349,Silver
20350,Silver
20351,Silver
20352,Silver
20353,Silver
20354,Silver
20369,Bronze
20371,Gold
20373,Gold
20374,Bronze
20377,Gold
20379,Gold
20382,Silver
20385,Silver
20386,Silver
20407,Bronze
20408,Bronze
20409,Bronze
20433,Bronze
20441,Gold
20442,Silver
20444,Gold
20446,Silver
20505,Gold
20507,Silver
20521,Gold
20522,Gold
20523,Gold
20524,Gold
20525,Gold
20526,Gold
20527,Gold
20528,Gold
20529,Gold
20530,Gold
20531,Gold
20532,Gold
20538,Silver
20539,Silver
20540,Gold
20548,Silver
20550,Bronze
20573,Bronze
20596,Gold
20599,Silver
20600,Bronze
20602,Gold
20605,Gold
20606,Gold
20607,Gold
20608,Gold
20609,Gold
20610,Gold
20611,Gold
20612,Gold
20613,Gold
20614,Gold
20615,Gold
20616,Gold
20617,Gold
20618,Gold
20619,Gold
20620,Gold
20621,Gold
20622,Gold
20623,Gold
20624,Gold
20625,Gold
20626,Gold
20627,Gold
20628,Gold
20633,Gold
20634,Gold
20635,Gold
20637,Gold
20638,Silver
20639,Silver
20642,Gold
20643,Bronze
20646,Silver
20647,Silver
20668,Bronze
20674,Bronze
20675,Bronze
20676,Bronze
20678,Bronze
20679,Silver
20692,Bronze
20702,Silver
20703,Bronze
20704,Bronze
20705,Bronze
20706,Bronze
20707,Bronze
20708,Bronze
20709,Bronze
20710,Bronze
20711,Bronze
20712,Bronze
20713,Bronze
20714,Bronze
20718,Silver
20724,Gold
20726,Bronze
20734,Gold
20741,Bronze
20751,Bronze
20768,Bronze
20771,Silver
20776,Gold
20782,Silver
20783,Silver
20784,Silver
20785,Silver
20786,Silver
20787,Silver
20788,Silver
20789,Silver
20790,Silver
20791,Silver
20792,Silver
20793,Silver
20794,Silver
20795,Silver
20796,Silver
20797,Silver
20798,Silver
20799,Silver
20800,Silver
20801,Silver
20802,Silver
20803,Silver
20804,Silver
20805,Silver
20810,Bronze
20811,Silver
20812,Silver
20814,Bronze
20815,Bronze
20816,Silver
20817,Silver
20818,Bronze
20830,Silver
20840,Bronze
20845,Bronze
20846,Silver
20850,Silver
20851,Silver
20852,Bronze
20868,Bronze
20873,Bronze
20888,Bronze
20890,Bronze
20891,Bronze
20896,Gold
20902,Bronze
20903,Bronze
20928,Bronze
20938,Silver
20945,Bronze
20954,Gold
20955,Bronze
20956,Bronze
20957,Gold
20978,Silver
20982,Silver
20986,Gold
20993,Gold
21004,Bronze
21009,Bronze
21017,Gold
21019,Bronze
21078,Bronze
21086,Bronze
21088,Gold
21089,Bronze
21092,Gold
21093,Gold
21094,Bronze
21116,Silver
21158,Gold
21161,Silver
21162,Gold
21170,Silver
21171,Bronze
21187,Bronze
21193,Bronze
21194,Gold
21195,Gold
21196,Gold
21197,Gold
21201,Gold
21202,Gold
21213,Silver
21218,Silver
21232,Bronze
21237,Gold
21242,Gold
21245,Bronze
21282,Silver
21293,Silver
21295,Gold
21318,Bronze
21349,Silver
21350,Bronze
21352,Bronze
21354,Gold
21360,Bronze
21380,Bronze
21381,Bronze
21382,Bronze
21383,Bronze
21384,Bronze
21388,Silver
21390,Gold
21392,Bronze
21395,Gold
21427,Silver
21436,Bronze
21438,Bronze
21441,Bronze
21442,Gold
21445,Silver
21446,Gold
21467,Gold
21480,Bronze
21481,Bronze
21727,Gold
21744,Bronze
21745,Bronze
21783,Gold
21784,Bronze
21788,Silver
21821,Bronze
21838,Bronze
21839,Silver
21886,Gold
21902,Gold
21909,Gold
21928,Gold
21952,Silver
21953,Silver
22028,Silver
22047,Bronze
22077,Silver
22176,Bronze
22177,Bronze
22178,Bronze
22179,Bronze
22262,Bronze
22265,Gold
22266,Gold
22267,Gold
22268,Gold
22359,Bronze
22396,Silver
22427,Bronze
22522,Bronze
22624,Bronze
22625,Bronze
22626,Bronze
22627,Bronze
22628,Bronze
22629,Bronze
22630,Bronze
22631,Bronze
22632,Bronze
22633,Bronze
22634,Bronze
22635,Bronze
22636,Bronze
22637,Bronze
22638,Bronze
22639,Bronze
22640,Bronze
22641,Bronze
22642,Bronze
22643,Bronze
22801,Bronze
22896,Bronze
22897,Bronze
22898,Bronze
22899,Bronze
22900,Bronze
22901,Bronze
22944,Bronze
22945,Bronze
22946,Bronze
22947,Bronze
22948,Bronze
22949,Bronze
22956,Silver
22962,Silver
23001,Gold
23004,Bronze
23005,Silver
23011,Silver
23027,Gold
23028,Silver
23040,Gold
23122,Gold
23123,Gold
23127,Gold
23128,Gold
23129,Gold
23130,Gold
23131,Silver
23132,Silver
23133,Silver
23134,Silver
23135,Silver
23148,Bronze
23149,Bronze
23150,Bronze
23155,Bronze
23163,Bronze
23176,Gold
23177,Gold
23185,Silver
23186,Silver
23187,Silver
23188,Silver
23196,Silver
23197,Silver
23198,Silver
23199,Silver
23200,Silver
23204,Silver
23208,Bronze
23244,Gold
23245,Gold
23292,Silver
23316,Silver
23317,Bronze
23320,Gold
23321,Gold
23327,Bronze
23347,Bronze
23348,Bronze
23349,Bronze
23350,Bronze
23351,Bronze
23352,Bronze
23359,Gold
23389,Silver
23395,Silver
23396,Silver
23397,Silver
23398,Silver
23399,Silver
23400,Silver
23407,Gold
23408,Silver
23413,Gold
23414,Silver
23419,Bronze
23442,Gold
23443,Bronze
23448,Silver
23449,Gold
23451,Silver
23453,Bronze
23458,Silver
23463,Gold
23466,Gold
23469,Gold
23472,Bronze
23474,Silver
23476,Gold
23477,Bronze
23479,Silver
23480,Silver
23481,Silver
23482,Silver
23483,Silver
23484,Silver
23485,Gold
23486,Gold
23487,Gold
23488,Gold
23489,Gold
23490,Gold
23497,Silver
23501,Gold
23502,Silver
23503,Bronze
23510,Bronze
23514,Gold
23515,Bronze
23517,Gold
23520,Gold
23521,Gold
23526,Gold
23540,Silver
23541,Silver
23548,Bronze
23549,Silver
23550,Silver
23552,Silver
23553,Silver
23554,Silver
23555,Silver
23561,Bronze
23564,Bronze
23588,Bronze
23589,Bronze
23590,Bronze
23591,Bronze
23592,Bronze
23593,Bronze
23594,Bronze
23595,Bronze
23596,Bronze
23597,Bronze
23598,Bronze
23599,Bronze
23600,Bronze
23601,Bronze
23602,Bronze
23603,Bronze
23604,Bronze
23605,Bronze
23606,Bronze
23624,Bronze
23629,Bronze
23630,Bronze
23631,Bronze
23632,Gold
23633,Gold
23634,Gold
23635,Gold
23636,Gold
23637,Gold
23638,Gold
23639,Gold
23640,Gold
23641,Silver
23642,Silver
23643,Silver
23644,Silver
23645,Silver
23646,Bronze
23647,Bronze
23648,Bronze
23649,Bronze
23650,Bronze
23651,Bronze
23652,Bronze
23653,Bronze
23654,Bronze
23658,Silver
23659,Silver
23660,Silver
23670,Bronze
23676,Bronze
23689,Bronze
23690,Bronze
23691,Bronze
23692,Bronze
23693,Bronze
23699,Gold
23702,Gold
23720,Silver
23721,Silver
23722,Silver
23723,Silver
23724,Silver
23731,Bronze
23737,Silver
23738,Silver
23739,Silver
23740,Silver
23741,Silver
23752,Silver
23757,Silver
23763,Silver
23764,Silver
23765,Silver
23766,Silver
23767,Silver
23768,Silver
23769,Silver
23770,Silver
23771,Silver
23772,Silver
23773,Silver
23774,Silver
23775,Silver
23776,Silver
23777,Silver
23778,Silver
23779,Silver
23780,Silver
23781,Silver
23786,Bronze
23788,Bronze
23792,Silver
23807,Silver
23811,Bronze
23812,Bronze
23813,Bronze
23814,Bronze
23844,Bronze
23845,Bronze
23848,Gold
23849,Silver
23850,Bronze
23852,Gold
23853,Gold
23854,Bronze
23855,Bronze
23856,Gold
23857,Silver
23858,Bronze
23859,Gold
23860,Bronze
23867,Bronze
23882,Bronze
23883,Bronze
23884,Bronze
23885,Bronze
23886,Bronze
23887,Bronze
23918,Bronze
23930,Bronze
23931,Bronze
23932,Bronze
23933,Bronze
23934,Bronze
23935,Bronze
23942,Silver
23962,Gold
23965,Bronze
23966,Silver
23967,Silver
23968,Silver
23969,Silver
23970,Silver
23971,Silver
23972,Silver
23973,Bronze
23977,Bronze
23978,Gold
23981,Silver
23987,Silver
23990,Gold
23991,Bronze
23993,Silver
23994,Bronze
23996,Bronze
23999,Silver
24000,Bronze
24002,Gold
24005,Gold
24006,Gold
24007,Gold
24008,Gold
24009,Gold
24010,Gold
24011,Gold
24012,Gold
24013,Gold
24014,Gold
24015,Gold
24016,Gold
24017,Gold
24019,Gold
24025,Gold
24026,Bronze
24028,Gold
24031,Gold
24032,Silver
24033,Bronze
24036,Silver
24038,Gold
24042,Bronze
24043,Gold
24044,Gold
24045,Gold
24046,Silver
24047,Silver
24048,Bronze
24049,Bronze
24050,Bronze
