id_result,medal
91064,Gold
91083,Bronze
91084,Bronze
91085,Bronze
91086,Bronze
91087,Bronze
91107,Silver
91108,Silver
91109,Silver
91110,Silver
91111,Silver
91112,Bronze
91113,Bronze
91114,Bronze
91115,Bronze
91116,Bronze
91118,Bronze
91119,Bronze
91121,Gold
91122,Silver
91123,Gold
91124,Silver
91125,Silver
91126,Bronze
91127,Silver
91129,Gold
91130,Bronze
91132,Gold
91133,Gold
91134,Silver
91227,Gold
91231,Gold
91232,Silver
91235,Gold
91236,Bronze
91238,Gold
91244,Silver
91246,Gold
91247,Silver
91266,Gold
91267,Gold
91268,Gold
91269,Gold
91270,Gold
91271,Gold
91272,Gold
91273,Silver
91278,Gold
91279,Gold
91280,Gold
91281,Gold
91282,Gold
91283,Gold
91292,Bronze
91299,Silver
91304,Gold
91308,Gold
91335,Bronze
91336,Bronze
91369,Silver
91373,Bronze
91374,Bronze
91375,Bronze
91376,Bronze
91377,Bronze
91378,Bronze
91389,Silver
91390,Bronze
91391,Gold
91392,Silver
91393,Gold
91394,Bronze
91395,Gold
91396,Silver
91397,Bronze
91399,Silver
91401,Gold
91402,Silver
91404,Silver
91405,Bronze
91406,Silver
91408,Bronze
91413,Bronze
91421,Silver
91422,Silver
91423,Silver
91424,Silver
91425,Silver
91426,Silver
91435,Bronze
91438,Gold
91441,Gold
91442,Silver
91444,Gold
91445,Silver
91447,Gold
91448,Bronze
91498,Bronze
91516,Gold
91517,Bronze
91520,Gold
91521,Silver
91524,Gold
91525,Silver
91528,Bronze
91539,Gold
91540,Silver
91541,Bronze
91556,Bronze
91564,Silver
91574,Gold
91575,Silver
91591,Bronze
91595,Bronze
91596,Gold
91597,Bronze
91598,Silver
91599,Gold
91600,Silver
91601,Bronze
91602,Gold
91605,Silver
91625,Gold
91626,Bronze
91629,Gold
91632,Silver
91637,Bronze
91642,Bronze
91643,Bronze
91644,Bronze
91645,Bronze
91646,Bronze
91654,Bronze
91656,Silver
91657,Bronze
91668,Gold
91669,Bronze
91671,Silver
91672,Bronze
91673,Bronze
91677,Gold
91686,Silver
91687,Gold
91688,Silver
91689,Bronze
91690,Silver
91693,Bronze
91697,Bronze
91699,Silver
91700,Gold
91701,Silver
91702,Bronze
91703,Gold
91705,Bronze
91706,Silver
91707,Bronze
91713,Gold
91714,Silver
91724,Gold
91733,Bronze
91734,Bronze
91735,Bronze
91736,Bronze
91737,Bronze
91738,Bronze
91739,Bronze
91740,Bronze
91765,Gold
91799,Gold
91800,Silver
91802,Gold
91803,Silver
91804,Bronze
91808,Gold
91809,Silver
91824,Silver
91830,Silver
91831,Bronze
91848,Gold
91910,Silver
91911,Gold
91912,Bronze
91917,Gold
91918,Bronze
91922,Bronze
91923,Bronze
91931,Gold
91932,Gold
91933,Gold
91934,Gold
91952,Bronze
91956,Silver
91957,Bronze
91960,Silver
91963,Gold
91964,Bronze
91967,Gold
91969,Silver
91973,Gold
91974,Bronze
91981,Gold
91982,Gold
91983,Gold
91984,Gold
91985,Gold
91986,Gold
91987,Gold
91988,Gold
91997,Gold
91998,Silver
92005,Silver
92013,Bronze
92029,Gold
92030,Gold
92031,Gold
92061,Silver
92070,Gold
92078,Silver
92085,Silver
92086,Bronze
92087,Bronze
92089,Bronze
92090,Bronze
92158,Silver
92169,Bronze
92175,Silver
92177,Gold
92198,Bronze
92202,Silver
92203,Silver
92204,Silver
92205,Silver
92210,Gold
92211,Silver
92230,Silver
92231,Bronze
92266,Bronze
92267,Bronze
92268,Bronze
92269,Bronze
92270,Bronze
92271,Bronze
92272,Bronze
92273,Bronze
92444,Bronze
92486,Gold
92490,Bronze
92492,Bronze
92499,Bronze
92500,Bronze
92501,Gold
92502,Gold
92503,Gold
92507,Silver
92508,Gold
92509,Gold
92510,Bronze
92513,Gold
92597,Bronze
92598,Bronze
92599,Bronze
92632,Bronze
92633,Bronze
92634,Bronze
92635,Bronze
92659,Bronze
92660,Bronze
92661,Bronze
92662,Bronze
92663,Bronze
92670,Silver
92674,Bronze
92711,Bronze
92716,Silver
92717,Gold
92718,Bronze
92750,Silver
92751,Bronze
92758,Gold
92759,Silver
92762,Gold
92763,Gold
92764,Gold
92765,Gold
92766,Gold
92767,Silver
92768,Bronze
92789,Silver
92819,Bronze
92820,Bronze
92821,Bronze
92822,Bronze
92823,Bronze
92824,Bronze
92864,Bronze
92870,Bronze
92884,Bronze
92890,Bronze
92907,Silver
92908,Bronze
92910,Bronze
92911,Bronze
92912,Bronze
92917,Bronze
92918,Bronze
92919,Bronze
92920,Bronze
92921,Bronze
92927,Gold
92929,Bronze
92939,Gold
92940,Gold
92946,Bronze
92951,Bronze
92962,Gold
92966,Silver
92970,Silver
92971,Silver
92972,Silver
92973,Silver
92978,Gold
92979,Gold
92980,Gold
92985,Gold
92986,Silver
92993,Bronze
93059,Gold
93121,Bronze
93135,Bronze
93178,Bronze
93179,Bronze
93198,Silver
93240,Silver
93244,Bronze
93252,Gold
93253,Silver
93256,Gold
93257,Gold
93258,Gold
93259,Gold
93264,Bronze
93265,Bronze
93266,Bronze
93288,Silver
93312,Bronze
93332,Bronze
93385,Gold
93404,Bronze
93428,Gold
93430,Gold
93475,Gold
93479,Gold
93483,Bronze
93487,Silver
93488,Silver
93489,Silver
93490,Silver
93491,Silver
93499,Bronze
93500,Bronze
93501,Bronze
93523,Gold
93527,Silver
93547,Bronze
93549,Silver
93595,Silver
93609,Silver
93617,Bronze
93669,Gold
93696,Silver
93700,Bronze
93708,Bronze
93709,Bronze
93710,Bronze
93711,Bronze
93772,Gold
93775,Silver
93778,Bronze
93793,Gold
93795,Gold
93798,Gold
93804,Bronze
93849,Silver
93872,Bronze
93873,Bronze
93874,Bronze
93914,Bronze
93926,Silver
93927,Silver
93928,Silver
93929,Silver
93946,Silver
93950,Bronze
93954,Silver
93955,Silver
93956,Silver
93977,Silver
94014,Gold
94017,Gold
94030,Silver
94036,Silver
94084,Gold
94112,Gold
94123,Silver
94126,Silver
94127,Silver
94128,Silver
94129,Silver
94130,Bronze
94142,Gold
94143,Gold
94144,Gold
94145,Gold
94146,Gold
94150,Silver
94154,Silver
94155,Silver
94156,Silver
94157,Silver
94199,Gold
94201,Bronze
94204,Bronze
94207,Silver
94303,Gold
94304,Gold
94305,Bronze
94306,Bronze
94334,Bronze
94352,Silver
94360,Silver
94364,Bronze
94365,Bronze
94366,Bronze
94367,Bronze
94368,Silver
94372,Silver
94373,Bronze
94402,Silver
94410,Gold
94411,Bronze
94438,Bronze
94451,Gold
94453,Gold
94462,Silver
94467,Bronze
94500,Gold
94508,Bronze
94530,Bronze
94532,Bronze
94537,Silver
94538,Gold
94541,Bronze
94554,Silver
94555,Bronze
94562,Bronze
94566,Bronze
94567,Bronze
94568,Bronze
94569,Bronze
94570,Gold
94574,Gold
94578,Gold
94582,Bronze
94583,Bronze
94584,Bronze
94585,Bronze
94606,Silver
94607,Bronze
94609,Silver
94610,Bronze
94613,Gold
94645,Gold
94646,Bronze
94720,Bronze
94723,Silver
94761,Gold
94765,Bronze
94773,Bronze
94774,Bronze
94775,Bronze
94776,Bronze
94780,Silver
94781,Silver
94782,Silver
94783,Silver
94784,Silver
94785,Silver
94786,Silver
94787,Silver
94788,Silver
94789,Silver
94790,Silver
94791,Silver
94792,Silver
94793,Silver
94794,Silver
94795,Silver
94796,Silver
94797,Silver
94798,Silver
94799,Silver
94800,Silver
94801,Silver
94802,Silver
94810,Gold
94814,Gold
94818,Gold
94819,Gold
94820,Gold
94821,Gold
94830,Silver
94831,Silver
94832,Silver
94844,Silver
94867,Bronze
94868,Gold
94911,Bronze
94961,Bronze
95000,Bronze
95001,Bronze
95002,Bronze
95003,Bronze
95004,Gold
95008,Silver
95061,Bronze
95065,Gold
95069,Gold
95070,Gold
95071,Gold
95072,Gold
95116,Bronze
95120,Silver
95128,Bronze
95129,Bronze
95130,Bronze
95131,Bronze
95132,Bronze
95138,Bronze
95156,Bronze
95157,Bronze
95158,Bronze
95159,Bronze
95160,Bronze
95161,Bronze
95162,Bronze
95163,Bronze
95164,Bronze
95165,Bronze
95166,Bronze
95167,Bronze
95168,Bronze
95169,Bronze
95170,Bronze
95171,Bronze
95172,Bronze
95173,Bronze
95174,Bronze
95175,Bronze
95176,Bronze
95177,Bronze
95178,Bronze
95214,Bronze
95229,Gold
95279,Silver
95302,Silver
95317,Bronze
95331,Bronze
95335,Gold
95344,Bronze
95345,Bronze
95346,Bronze
95347,Bronze
95368,Silver
95369,Bronze
95372,Bronze
95373,Bronze
95374,Bronze
95375,Bronze
95376,Bronze
95377,Bronze
95378,Bronze
95379,Bronze
95380,Bronze
95381,Bronze
95382,Bronze
95383,Bronze
95384,Bronze
95385,Bronze
95386,Bronze
95387,Bronze
95388,Bronze
95389,Bronze
95390,Bronze
95391,Bronze
95392,Bronze
95393,Bronze
95394,Bronze
95395,Bronze
95396,Bronze
95397,Bronze
95398,Bronze
95399,Bronze
95400,Bronze
95401,Bronze
95402,Bronze
95403,Bronze
95404,Bronze
95405,Bronze
95406,Bronze
95407,Bronze
95408,Bronze
95409,Bronze
95410,Bronze
95411,Bronze
95412,Bronze
95413,Bronze
95414,Bronze
95415,Silver
95416,Silver
95417,Silver
95418,Silver
95419,Silver
95423,Gold
95427,Silver
95451,Gold
95490,Gold
95491,Gold
95498,Silver
95529,Bronze
95613,Gold
95661,Gold
95662,Gold
95663,Gold
95664,Gold
95665,Gold
95666,Silver
95669,Gold
95677,Bronze
95681,Silver
95682,Silver
95683,Silver
95684,Silver
95741,Silver
95764,Silver
95770,Silver
95814,Bronze
95815,Bronze
95816,Silver
95817,Silver
95818,Silver
95819,Silver
95820,Silver
95823,Silver
95827,Silver
95828,Silver
95829,Silver
95830,Silver
95831,Silver
95832,Silver
95833,Silver
95834,Silver
95835,Silver
95836,Silver
95837,Silver
95838,Silver
95839,Silver
95840,Silver
95841,Silver
95842,Silver
95843,Silver
95844,Silver
95845,Silver
95846,Silver
95847,Silver
95848,Silver
95849,Silver
95850,Silver
95871,Bronze
95872,Bronze
95873,Bronze
95874,Bronze
95883,Silver
95891,Silver
95892,Silver
95893,Silver
95894,Silver
95895,Bronze
95921,Bronze
95942,Silver
95943,Silver
95955,Bronze
95965,Gold
96028,Bronze
96036,Bronze
96037,Bronze
96038,Bronze
96039,Bronze
96049,Bronze
96050,Bronze
96051,Bronze
96052,Bronze
96053,Bronze
96054,Bronze
96055,Bronze
96056,Bronze
96057,Bronze
96058,Bronze
96059,Bronze
96060,Bronze
96061,Bronze
96062,Bronze
96063,Bronze
96064,Bronze
96065,Bronze
96066,Bronze
96067,Bronze
96068,Bronze
96069,Bronze
96070,Bronze
96071,Bronze
96072,Bronze
96073,Bronze
96074,Bronze
96075,Bronze
96076,Bronze
96077,Bronze
96078,Bronze
96079,Bronze
96080,Bronze
96081,Bronze
96082,Bronze
96083,Bronze
96084,Bronze
96085,Bronze
96086,Bronze
96087,Bronze
96088,Bronze
96089,Bronze
96090,Bronze
96091,Bronze
96092,Bronze
96117,Silver
96141,Silver
96167,Silver
96169,Bronze
96170,Bronze
96171,Bronze
96233,Gold
96234,Gold
96251,Silver
96252,Silver
96253,Silver
96254,Silver
96255,Silver
96256,Silver
96267,Bronze
96268,Bronze
96269,Bronze
96270,Bronze
96271,Bronze
96272,Bronze
96273,Bronze
96274,Bronze
96275,Bronze
96276,Bronze
96277,Bronze
96278,Bronze
96279,Bronze
96280,Bronze
96281,Bronze
96282,Bronze
96283,Bronze
96284,Bronze
96285,Bronze
96286,Bronze
96287,Bronze
96288,Bronze
96289,Bronze
96290,Bronze
96291,Bronze
96348,Silver
96379,Bronze
96461,Gold
96479,Bronze
96482,Silver
96486,Bronze
96527,Bronze
96528,Bronze
96529,Bronze
96530,Bronze
96531,Bronze
96532,Bronze
96533,Bronze
96534,Bronze
96535,Bronze
96536,Bronze
96537,Bronze
96538,Bronze
96539,Bronze
96540,Bronze
96541,Bronze
96542,Bronze
96543,Bronze
96544,Bronze
96545,Bronze
96546,Bronze
96547,Bronze
96548,Bronze
96549,Bronze
96587,Bronze
96618,Bronze
96636,Bronze
96684,Gold
96690,Bronze
96697,Silver
96698,Silver
96702,Silver
96703,Bronze
96706,Bronze
96731,Gold
96732,Gold
96733,Gold
96734,Gold
96735,Gold
96736,Gold
96737,Gold
96738,Gold
96739,Gold
96740,Gold
96741,Gold
96742,Gold
96743,Gold
96744,Gold
96745,Gold
96746,Gold
96747,Gold
96748,Gold
96749,Gold
96750,Gold
96751,Gold
96752,Gold
96753,Gold
96754,Gold
96755,Gold
96756,Bronze
96757,Bronze
96758,Bronze
96759,Bronze
96760,Bronze
96761,Bronze
96762,Bronze
96763,Bronze
96764,Bronze
96765,Bronze
96766,Bronze
96767,Bronze
96768,Bronze
96769,Bronze
96770,Bronze
96771,Bronze
96772,Bronze
96773,Bronze
96774,Bronze
96775,Bronze
96776,Bronze
96777,Bronze
96778,Bronze
96836,Bronze
96899,Silver
97126,Bronze
97129,Bronze
97130,Bronze
97131,Silver
97188,Silver
97223,Silver
97260,Silver
97261,Bronze
97279,Bronze
97282,Silver
97319,Bronze
97354,Bronze
97377,Bronze
97409,Bronze
97453,Bronze
97475,Silver
97476,Gold
97482,Gold
97491,Silver
97511,Silver
97512,Bronze
97516,Bronze
97517,Silver
97536,Bronze
97549,Bronze
97561,Silver
97604,Bronze
97605,Silver
97609,Bronze
97644,Bronze
97702,Silver
97889,Gold
97890,Gold
97932,Bronze
97937,Gold
97948,Bronze
97970,Silver
97974,Gold
97986,Bronze
98054,Bronze
98057,Bronze
98086,Silver
98089,Bronze
98095,Bronze
98107,Bronze
98110,Bronze
98146,Gold
98149,Gold
98161,Silver
98222,Silver
98231,Bronze
98263,Bronze
98363,Bronze
98405,Gold
98715,Silver
98716,Silver
98717,Silver
98718,Silver
98719,Silver
98720,Silver
98721,Silver
98722,Silver
98723,Silver
98724,Silver
98725,Silver
98726,Silver
98727,Silver
98728,Silver
98729,Silver
98730,Silver
98731,Silver
98732,Silver
98733,Silver
98734,Silver
98735,Silver
98736,Silver
98780,Bronze
98781,Bronze
98905,Gold
99010,Bronze
99070,Bronze
99112,Silver
99116,Bronze
99127,Silver
99171,Gold
99174,Bronze
99175,Bronze
99181,Gold
99253,Bronze
99350,Bronze
99424,Bronze
99425,Bronze
99426,Bronze
99427,Bronze
99428,Bronze
99439,Silver
99555,Silver
99556,Silver
99557,Silver
99558,Silver
99559,Silver
99568,Bronze
99569,Bronze
99570,Bronze
99571,Bronze
99579,Silver
99580,Silver
99650,Bronze
99652,Bronze
99663,Silver
99664,Silver
99665,Silver
99666,Silver
99667,Gold
99675,Bronze
99676,Gold
99677,Gold
99678,Gold
99679,Gold
99680,Gold
99681,Gold
99682,Gold
99683,Gold
99684,Gold
99685,Gold
99686,Gold
99687,Gold
99688,Gold
99689,Gold
99690,Gold
99691,Gold
99692,Gold
99693,Gold
99694,Gold
99695,Gold
99696,Gold
99697,Gold
99727,Gold
99728,Gold
99729,Gold
99730,Gold
99731,Gold
99732,Gold
99744,Silver
99822,Silver
99829,Bronze
99830,Bronze
99831,Bronze
99832,Bronze
99833,Bronze
99834,Bronze
99835,Bronze
99836,Bronze
99837,Bronze
99838,Bronze
99839,Bronze
99840,Bronze
99841,Bronze
99941,Silver
99942,Silver
99943,Silver
99944,Silver
99945,Silver
99953,Silver
99961,Silver
99962,Silver
99963,Silver
99964,Silver
99965,Silver
99966,Silver
99967,Silver
99968,Silver
99969,Silver
99970,Silver
99971,Silver
99972,Silver
99973,Silver
99974,Silver
99975,Silver
99976,Silver
99977,Silver
99978,Silver
100011,Bronze
100014,Bronze
100117,Bronze
100118,Bronze
100119,Bronze
100120,Bronze
100121,Bronze
100122,Bronze
100123,Bronze
100124,Bronze
100125,Bronze
100126,Bronze
100127,Bronze
100128,Bronze
100129,Bronze
100130,Bronze
100131,Bronze
100132,Bronze
100133,Bronze
100134,Bronze
100135,Bronze
100136,Bronze
100137,Bronze
100138,Bronze
100185,Bronze
100231,Silver
100398,Silver
100399,Silver
100400,Silver
100401,Silver
100402,Silver
100403,Silver
100404,Silver
100405,Silver
100406,Silver
100407,Silver
100408,Silver
100409,Silver
100410,Silver
100411,Silver
100412,Silver
100413,Silver
100414,Silver
100415,Silver
100463,Gold
100464,Gold
100465,Gold
100466,Gold
100467,Gold
100468,Gold
100469,Gold
100470,Gold
100471,Gold
100472,Gold
100473,Gold
100474,Gold
100475,Gold
100476,Gold
100477,Gold
100478,Gold
100479,Gold
100480,Gold
100492,Bronze
100514,Silver
100515,Silver
100516,Silver
100517,Silver
100518,Silver
100519,Silver
100520,Silver
100521,Silver
100522,Silver
100523,Silver
100524,Silver
100525,Silver
100526,Silver
100527,Silver
100528,Silver
100529,Silver
100530,Silver
100531,Silver
100544,Gold
100545,Gold
100546,Gold
100547,Gold
100548,Gold
100549,Gold
100550,Gold
100551,Gold
100552,Gold
100553,Gold
100554,Gold
100555,Gold
100556,Gold
100557,Gold
100558,Gold
100559,Gold
100560,Gold
100561,Gold
100582,Silver
100583,Silver
100584,Silver
100585,Silver
100586,Silver
100587,Silver
100588,Silver
100589,Silver
100590,Silver
100591,Silver
100592,Silver
100593,Silver
100594,Silver
100595,Silver
100596,Silver
100597,Silver
100598,Silver
100599,Silver
100607,Bronze
100608,Bronze
100609,Bronze
100610,Bronze
100611,Bronze
100612,Bronze
100613,Bronze
100614,Bronze
100615,Bronze
100616,Bronze
100617,Bronze
100618,Bronze
100619,Bronze
100620,Bronze
100621,Bronze
100622,Bronze
100636,Gold
100637,Gold
100638,Gold
100639,Gold
100640,Gold
100641,Gold
100642,Gold
100643,Gold
100644,Gold
100645,Gold
100646,Gold
100647,Gold
100648,Gold
100649,Gold
100650,Gold
100651,Gold
100672,Bronze
100704,Bronze
100705,Bronze
100706,Bronze
100707,Bronze
100708,Bronze
100709,Bronze
100710,Bronze
100711,Bronze
100712,Bronze
100713,Bronze
100714,Bronze
100715,Bronze
100716,Bronze
100717,Bronze
100718,Bronze
100719,Bronze
100985,Silver
100986,Silver
101017,Bronze
101037,Bronze
101042,Silver
101129,Bronze
101219,Bronze
101382,Gold
101618,Silver
101665,Silver
101666,Silver
101667,Silver
101668,Silver
101669,Silver
101670,Silver
101671,Silver
101672,Silver
101673,Silver
101674,Silver
101675,Silver
101676,Silver
101686,Silver
102041,Bronze
102042,Bronze
102044,Bronze
102048,Bronze
102057,Bronze
102297,Silver
102588,Bronze
102635,Bronze
102678,Silver
102781,Silver
102793,Silver
102794,Bronze
102796,Silver
102809,Gold
102852,Bronze
102856,Bronze
102860,Silver
102861,Bronze
102868,Silver
102869,Silver
102870,Silver
102871,Silver
102872,Silver
102873,Silver
102874,Bronze
102887,Bronze
102888,Bronze
102889,Bronze
102890,Bronze
102902,Gold
102903,Silver
102915,Silver
102916,Silver
102917,Silver
102918,Silver
102919,Silver
102920,Silver
102921,Silver
102922,Silver
102923,Silver
102924,Silver
102925,Silver
102926,Silver
102927,Silver
102928,Silver
102929,Silver
102931,Bronze
102935,Bronze
102952,Gold
102953,Gold
102954,Gold
102955,Gold
102956,Gold
102957,Gold
102958,Gold
102959,Gold
102960,Gold
102961,Gold
102962,Gold
102963,Gold
102964,Gold
102965,Gold
102966,Gold
102967,Gold
102968,Gold
102969,Gold
102970,Gold
102971,Gold
102972,Gold
102973,Gold
102974,Gold
102975,Gold
102976,Gold
103020,Bronze
103033,Silver
103073,Bronze
103074,Silver
103075,Silver
103076,Silver
103077,Silver
103078,Silver
103079,Silver
103080,Silver
103081,Silver
103083,Silver
103086,Silver
103087,Silver
103088,Silver
103091,Bronze
103097,Gold
103098,Gold
103099,Gold
103100,Gold
103107,Silver
103116,Bronze
103134,Bronze
103140,Gold
103141,Gold
103142,Gold
103143,Gold
103144,Bronze
103152,Silver
103164,Gold
103165,Gold
103166,Gold
103167,Gold
103168,Gold
103169,Gold
103170,Gold
103171,Gold
103172,Gold
103173,Gold
103181,Gold
103182,Silver
103188,Silver
103189,Silver
103194,Gold
103196,Bronze
103197,Bronze
103198,Bronze
103199,Silver
103203,Bronze
103260,Bronze
103261,Bronze
103262,Bronze
103263,Bronze
103271,Bronze
103272,Bronze
103288,Silver
103289,Silver
103290,Silver
103291,Silver
103295,Silver
103296,Silver
103297,Silver
103298,Silver
103306,Silver
103307,Bronze
103309,Gold
103310,Gold
103311,Gold
103312,Gold
103320,Gold
103321,Silver
103323,Gold
103324,Gold
103325,Gold
103326,Gold
103327,Silver
103328,Silver
103329,Silver
103330,Silver
103331,Silver
103332,Silver
103333,Silver
103334,Silver
103335,Silver
103336,Silver
103337,Silver
103338,Silver
103339,Silver
103340,Silver
103341,Silver
103347,Bronze
103348,Bronze
103353,Bronze
103371,Silver
103373,Silver
103374,Silver
103375,Silver
103376,Silver
103377,Silver
103381,Silver
103384,Silver
103385,Silver
103412,Silver
103414,Gold
103416,Gold
103418,Silver
103420,Silver
103421,Bronze
103426,Silver
103427,Silver
103430,Bronze
103431,Bronze
103443,Bronze
103458,Silver
103459,Silver
103460,Silver
103461,Silver
103462,Silver
103463,Silver
103464,Gold
103465,Silver
103466,Gold
103529,Bronze
103530,Gold
103531,Gold
103532,Silver
103533,Silver
103547,Gold
103548,Gold
103549,Silver
103550,Silver
103563,Silver
103564,Silver
103565,Silver
103566,Silver
103567,Silver
103568,Silver
103569,Silver
103570,Silver
103571,Silver
103572,Silver
103573,Silver
103574,Silver
103602,Bronze
103605,Gold
103606,Bronze
103607,Gold
103608,Bronze
103609,Gold
103610,Bronze
103611,Gold
103642,Bronze
103653,Bronze
103654,Bronze
103655,Bronze
103656,Bronze
103672,Silver
103673,Silver
103674,Silver
103675,Silver
103676,Bronze
103677,Bronze
103678,Bronze
103679,Bronze
103697,Bronze
103701,Silver
103705,Gold
103706,Silver
103709,Gold
103710,Silver
103713,Gold
103714,Gold
103715,Gold
103716,Gold
103717,Bronze
103718,Bronze
103731,Silver
103735,Gold
103736,Gold
103737,Gold
103738,Gold
103739,Bronze
103740,Bronze
103754,Gold
103755,Silver
103757,Silver
103758,Silver
103759,Bronze
103760,Bronze
103763,Silver
103764,Silver
103769,Gold
103770,Gold
103771,Gold
103772,Gold
103773,Gold
103774,Gold
103775,Gold
103776,Gold
103777,Gold
103778,Gold
103779,Gold
103780,Gold
103781,Gold
103782,Gold
103783,Gold
103784,Gold
103785,Gold
103786,Gold
103789,Bronze
103792,Bronze
103795,Bronze
103814,Silver
103815,Silver
103816,Silver
103817,Silver
103818,Silver
103819,Silver
103820,Silver
103821,Silver
103822,Silver
103823,Silver
103824,Silver
103825,Silver
103826,Silver
103827,Silver
103828,Silver
103829,Silver
103830,Silver
103831,Silver
103832,Silver
103833,Silver
103834,Silver
103835,Silver
103836,Silver
103837,Silver
103838,Silver
103873,Bronze
103886,Silver
103890,Bronze
103939,Silver
103940,Silver
103941,Silver
103942,Silver
103943,Bronze
103975,Silver
103976,Silver
103977,Silver
103978,Silver
103979,Bronze
104090,Silver
104147,Bronze
104494,Bronze
104607,Silver
104611,Bronze
104795,Bronze
104897,Bronze
105091,Bronze
105108,Silver
105134,Gold
105155,Gold
105208,Gold
105217,Gold
105218,Gold
105219,Gold
105220,Gold
105221,Gold
105222,Gold
105223,Gold
105224,Gold
105225,Gold
105226,Gold
105227,Gold
105228,Gold
105229,Gold
105230,Gold
105231,Gold
105239,Gold
105240,Gold
105241,Gold
105242,Gold
105243,Gold
105244,Gold
105245,Gold
105246,Gold
105247,Gold
105248,Gold
105249,Gold
105250,Gold
105251,Bronze
105252,Bronze
105253,Bronze
105254,Bronze
105255,Bronze
105256,Bronze
105257,Bronze
105258,Bronze
105259,Bronze
105260,Bronze
105261,Bronze
105262,Bronze
105263,Silver
105264,Silver
105265,Silver
105266,Silver
105267,Silver
105268,Silver
105269,Silver
105270,Silver
105271,Silver
105272,Silver
105277,Bronze
105281,Gold
105337,Bronze
105338,Bronze
105345,Silver
105356,Bronze
105368,Bronze
105369,Bronze
105370,Bronze
105371,Bronze
105388,Gold
105389,Gold
105390,Gold
105391,Gold
105392,Gold
105393,Gold
105394,Gold
105395,Gold
105396,Gold
105397,Gold
105398,Gold
105399,Gold
105400,Gold
105401,Gold
105402,Gold
105405,Bronze
105406,Bronze
105407,Bronze
105408,Bronze
105409,Bronze
105410,Bronze
105411,Bronze
105412,Bronze
105413,Bronze
105414,Bronze
105415,Bronze
105416,Bronze
105417,Bronze
105418,Bronze
105419,Bronze
105420,Bronze
105421,Bronze
105434,Bronze
105435,Bronze
105436,Bronze
105437,Bronze
105438,Bronze
105439,Bronze
105440,Gold
105441,Silver
105447,Silver
105448,Silver
105449,Silver
105450,Silver
105451,Silver
105452,Silver
105463,Bronze
105505,Gold
105506,Bronze
105507,Silver
105516,Silver
105517,Bronze
105524,Bronze
105538,Gold
105539,Gold
105555,Gold
105569,Silver
105572,Bronze
105573,Gold
105574,Silver
105575,Bronze
105600,Gold
105601,Gold
105602,Gold
105603,Gold
105604,Gold
105605,Gold
105606,Gold
105607,Gold
105629,Bronze
105631,Silver
105693,Bronze
105719,Silver
105720,Silver
105721,Silver
105722,Silver
105723,Silver
105724,Silver
105725,Silver
105726,Silver
105727,Silver
105728,Silver
105729,Silver
105730,Silver
105731,Silver
105732,Silver
105733,Silver
105738,Silver
105739,Silver
105740,Silver
105741,Silver
105742,Silver
105743,Silver
105756,Gold
105757,Gold
105758,Gold
105759,Gold
105760,Gold
105761,Gold
105762,Gold
105763,Gold
105764,Gold
105765,Gold
105770,Gold
105774,Gold
105778,Silver
105815,Bronze
105816,Bronze
105817,Bronze
105818,Bronze
105819,Bronze
105820,Bronze
105821,Bronze
105826,Silver
105827,Bronze
105832,Gold
105833,Gold
105834,Gold
105835,Gold
105836,Gold
105837,Gold
105845,Bronze
105879,Silver
105880,Silver
105881,Silver
105882,Bronze
105883,Bronze
105884,Bronze
105885,Bronze
105886,Bronze
105887,Bronze
105888,Bronze
105889,Bronze
105890,Bronze
105891,Bronze
105892,Bronze
105899,Bronze
105900,Bronze
105901,Bronze
105902,Bronze
105907,Bronze
105909,Bronze
105910,Silver
105920,Gold
105921,Gold
105922,Gold
105923,Gold
105924,Gold
105925,Gold
105926,Gold
105927,Gold
105928,Gold
105929,Gold
105930,Gold
105931,Gold
105932,Gold
105946,Bronze
105996,Bronze
105999,Silver
106000,Bronze
106002,Bronze
106019,Bronze
106020,Bronze
106021,Bronze
106022,Bronze
106023,Bronze
106024,Bronze
106026,Gold
106031,Silver
106036,Silver
106037,Silver
106038,Silver
106039,Silver
106040,Silver
106041,Silver
106042,Bronze
106044,Gold
106094,Bronze
106095,Bronze
106101,Bronze
106102,Bronze
106103,Bronze
106104,Bronze
106105,Bronze
106106,Bronze
106107,Bronze
106108,Bronze
106109,Bronze
106110,Bronze
106114,Bronze
106115,Bronze
106116,Bronze
106117,Bronze
106118,Silver
106119,Silver
106120,Silver
106121,Silver
106122,Silver
106123,Silver
106158,Silver
106193,Bronze
106204,Gold
106205,Gold
106206,Gold
106207,Gold
106208,Gold
106209,Gold
106210,Gold
106211,Gold
106212,Gold
106213,Gold
106214,Gold
106215,Gold
106216,Gold
106217,Gold
106335,Bronze
106342,Silver
106343,Bronze
106349,Bronze
106356,Bronze
106392,Bronze
106409,Silver
106434,Bronze
106436,Bronze
106437,Bronze
106438,Bronze
106439,Bronze
106440,Bronze
106441,Bronze
106443,Silver
106444,Silver
106445,Silver
106446,Silver
106447,Silver
106448,Silver
106449,Silver
106450,Silver
106451,Silver
106452,Silver
106453,Silver
106454,Silver
106455,Silver
106456,Silver
106467,Silver
106468,Silver
106474,Gold
106475,Bronze
106476,Bronze
106571,Bronze
106593,Silver
106594,Silver
106595,Silver
106596,Silver
106597,Silver
106598,Silver
106599,Silver
106600,Silver
